"TargetGroup","FirstDose","SecondDose","DoseAdditional1","Population","Denominator","Country","ReportingCountry","minAge","maxAge","ageWidth","YearWeekISO"
"Age10_14",28980,2757,0,47332614,2535060,"Spain","ES",10,14,5,"2021-W30"
"Age15_17",214192,31603,0,47332614,1448603,"Spain","ES",15,17,3,"2021-W30"
"Age18_24",1422563,336320,1,47332614,3303575,"Spain","ES",18,24,7,"2021-W30"
"Age25_49",12121919,7735075,7,47332614,16481919,"Spain","ES",25,49,25,"2021-W30"
"Age5_9",544,439,0,47332614,2330208,"Spain","ES",5,9,5,"2021-W30"
"Age50_59",6479186,5494340,5,47332614,7035203,"Spain","ES",50,59,10,"2021-W30"
"Age60_69",5168736,4555855,10,47332614,5350604,"Spain","ES",60,69,10,"2021-W30"
"Age70_79",3924027,3746798,270,47332614,3984504,"Spain","ES",70,79,10,"2021-W30"
"Age80+",2928812,2874915,207,47332614,2851053,"Spain","ES",80,100,21,"2021-W30"
"Age0_4",0,0,0,5525292,255924,"Finland","FI",0,4,5,"2021-W30"
"Age10_14",4460,15,0,5525292,308825,"Finland","FI",10,14,5,"2021-W30"
"Age15_17",73213,2935,0,5525292,178021,"Finland","FI",15,17,3,"2021-W30"
"Age18_24",262845,29240,0,5525292,432594,"Finland","FI",18,24,7,"2021-W30"
"Age25_49",1255455,272539,0,5525292,1728083,"Finland","FI",25,49,25,"2021-W30"
"Age5_9",0,0,0,5525292,306287,"Finland","FI",5,9,5,"2021-W30"
"Age50_59",616461,337242,0,5525292,724665,"Finland","FI",50,59,10,"2021-W30"
"Age60_69",641863,517271,0,5525292,716579,"Finland","FI",60,69,10,"2021-W30"
"Age70_79",555307,527247,0,5525292,561908,"Finland","FI",70,79,10,"2021-W30"
"Age80+",295656,282586,0,5525292,312406,"Finland","FI",80,100,21,"2021-W30"
"Age<18",2034107,711288,0,67320216,14540168,"France","FR",0,17,18,"2021-W30"
"Age18_24",3780052,2149736,1,67320216,5444270,"France","FR",18,24,7,"2021-W30"
"Age25_49",14514452,9616166,22,67320216,20684932,"France","FR",25,49,25,"2021-W30"
"Age50_59",7143645,5468693,33,67320216,8805539,"France","FR",50,59,10,"2021-W30"
"Age60_69",6776609,5672285,46,67320216,8007585,"France","FR",60,69,10,"2021-W30"
"Age70_79",5338406,4785897,40,67320216,5692912,"France","FR",70,79,10,"2021-W30"
"Age80+",3439391,3086820,13,67320216,4144810,"France","FR",80,100,21,"2021-W30"
"Age0_4",60,44,0,4058165,182408,"Croatia","HR",0,4,5,"2021-W30"
"Age10_14",1075,564,0,4058165,202389,"Croatia","HR",10,14,5,"2021-W30"
"Age15_17",6171,3501,0,4058165,115854,"Croatia","HR",15,17,3,"2021-W30"
"Age18_24",78637,56258,0,4058165,321108,"Croatia","HR",18,24,7,"2021-W30"
"Age25_49",511920,415584,11,4058165,1319478,"Croatia","HR",25,49,25,"2021-W30"
"Age5_9",18,13,0,4058165,196674,"Croatia","HR",5,9,5,"2021-W30"
"Age50_59",311373,269589,4,4058165,570899,"Croatia","HR",50,59,10,"2021-W30"
"Age60_69",381667,349057,4,4058165,562891,"Croatia","HR",60,69,10,"2021-W30"
"Age70_79",269586,253856,1,4058165,364156,"Croatia","HR",70,79,10,"2021-W30"
"Age80+",126899,119471,1,4058165,222308,"Croatia","HR",80,100,21,"2021-W30"
"Age<18",213569,183385,0,9769526,1709048,"Hungary","HU",0,17,18,"2021-W30"
"Age18_24",353516,312491,0,9769526,741094,"Hungary","HU",18,24,7,"2021-W30"
"Age25_49",2095207,1920382,0,9769526,3490565,"Hungary","HU",25,49,25,"2021-W30"
"Age50_59",867707,815694,0,9769526,1235206,"Hungary","HU",50,59,10,"2021-W30"
"Age60_69",999707,957631,0,9769526,1295058,"Hungary","HU",60,69,10,"2021-W30"
"Age70_79",737364,715837,0,9769526,859765,"Hungary","HU",70,79,10,"2021-W30"
"Age80+",327979,316939,0,9769526,438790,"Hungary","HU",80,100,21,"2021-W30"
"Age0_4",2,2,0,4964440,311481,"Ireland","IE",0,4,5,"2021-W30"
"Age10_14",793,517,0,4964440,348422,"Ireland","IE",10,14,5,"2021-W30"
"Age15_17",31100,6143,7,4964440,195570,"Ireland","IE",15,17,3,"2021-W30"
"Age18_24",288305,87096,41,4964440,433572,"Ireland","IE",18,24,7,"2021-W30"
"Age25_49",1435602,1005845,109,4964440,1749671,"Ireland","IE",25,49,25,"2021-W30"
"Age5_9",6,2,0,4964440,346162,"Ireland","IE",5,9,5,"2021-W30"
"Age50_59",593267,510758,33,4964440,606007,"Ireland","IE",50,59,10,"2021-W30"
"Age60_69",482644,465492,14,4964440,480682,"Ireland","IE",60,69,10,"2021-W30"
"Age70_79",348919,345979,19,4964440,322167,"Ireland","IE",70,79,10,"2021-W30"
"Age80+",187902,185254,10,4964440,170706,"Ireland","IE",80,100,21,"2021-W30"
"Age0_4",0,0,0,364134,21362,"Iceland","IS",0,4,5,"2021-W30"
"Age10_14",403,151,0,364134,23630,"Iceland","IS",10,14,5,"2021-W30"
"Age15_17",8199,7450,0,364134,13145,"Iceland","IS",15,17,3,"2021-W30"
"Age18_24",29185,15925,146,364134,34868,"Iceland","IS",18,24,7,"2021-W30"
"Age25_49",111378,72361,244,364134,131004,"Iceland","IS",25,49,25,"2021-W30"
"Age5_9",0,0,0,364134,23227,"Iceland","IS",5,9,5,"2021-W30"
"Age50_59",40439,36245,76,364134,43992,"Iceland","IS",50,59,10,"2021-W30"
"Age60_69",37045,35930,15,364134,37414,"Iceland","IS",60,69,10,"2021-W30"
"Age70_79",24796,24306,2,364134,22890,"Iceland","IS",70,79,10,"2021-W30"
"Age80+",13665,13546,0,364134,12602,"Iceland","IS",80,100,21,"2021-W30"
"Age<18",921893,369636,0,59641488,9433159,"Italy","IT",0,17,18,"2021-W30"
"Age18_24",2512278,1357836,0,59641488,4121339,"Italy","IT",18,24,7,"2021-W30"
"Age25_49",11791600,8289754,0,59641488,18920355,"Italy","IT",25,49,25,"2021-W30"
"Age50_59",7287397,6036350,0,59641488,9414195,"Italy","IT",50,59,10,"2021-W30"
"Age60_69",6290511,5212936,0,59641488,7364364,"Italy","IT",60,69,10,"2021-W30"
"Age70_79",5338902,4862573,0,59641488,5968373,"Italy","IT",70,79,10,"2021-W30"
"Age80+",4246214,4032970,0,59641488,4419703,"Italy","IT",80,100,21,"2021-W30"
"Age0_4",0,0,0,2794090,145590,"Lithuania","LT",0,4,5,"2021-W30"
"Age10_14",10946,6364,0,2794090,132642,"Lithuania","LT",10,14,5,"2021-W30"
"Age15_17",22041,15913,0,2794090,76077,"Lithuania","LT",15,17,3,"2021-W30"
"Age18_24",106428,81125,0,2794090,209209,"Lithuania","LT",18,24,7,"2021-W30"
"Age25_49",508903,388074,0,2794090,914337,"Lithuania","LT",25,49,25,"2021-W30"
"Age5_9",0,0,0,2794090,144512,"Lithuania","LT",5,9,5,"2021-W30"
"Age50_59",255474,205369,0,2794090,419039,"Lithuania","LT",50,59,10,"2021-W30"
"Age60_69",249920,220949,0,2794090,351248,"Lithuania","LT",60,69,10,"2021-W30"
"Age70_79",170087,159862,0,2794090,236890,"Lithuania","LT",70,79,10,"2021-W30"
"Age80+",92019,86464,0,2794090,164546,"Lithuania","LT",80,100,21,"2021-W30"
"Age10_14",8136,270,0,626108,33101,"Luxembourg","LU",10,14,5,"2021-W30"
"Age15_17",10072,917,0,626108,19462,"Luxembourg","LU",15,17,3,"2021-W30"
"Age18_24",28245,11759,0,626108,52409,"Luxembourg","LU",18,24,7,"2021-W30"
"Age25_49",155463,127445,22,626108,239349,"Luxembourg","LU",25,49,25,"2021-W30"
"Age5_9",0,0,0,626108,33994,"Luxembourg","LU",5,9,5,"2021-W30"
"Age50_59",71159,62204,21,626108,89549,"Luxembourg","LU",50,59,10,"2021-W30"
"Age60_69",52546,48956,31,626108,61985,"Luxembourg","LU",60,69,10,"2021-W30"
"Age70_79",33558,32635,24,626108,38352,"Luxembourg","LU",70,79,10,"2021-W30"
"Age80+",22707,22153,13,626108,24925,"Luxembourg","LU",80,100,21,"2021-W30"
"Age10_14",9745,6486,0,1907675,102501,"Latvia","LV",10,14,5,"2021-W30"
"Age15_17",16134,12497,0,1907675,54269,"Latvia","LV",15,17,3,"2021-W30"
"Age18_24",54532,40476,0,1907675,119249,"Latvia","LV",18,24,7,"2021-W30"
"Age25_49",280521,217627,0,1907675,639712,"Latvia","LV",25,49,25,"2021-W30"
"Age50_59",120701,93530,0,1907675,265997,"Latvia","LV",50,59,10,"2021-W30"
"Age60_69",119417,99145,0,1907675,241651,"Latvia","LV",60,69,10,"2021-W30"
"Age70_79",85286,74875,0,1907675,170557,"Latvia","LV",70,79,10,"2021-W30"
"Age80+",44093,38391,0,1907675,111052,"Latvia","LV",80,100,21,"2021-W30"
"Age<18",18048,11283,0,514564,81948,"Malta","MT",0,17,18,"2021-W30"
"Age18_24",31605,25152,0,514564,42136,"Malta","MT",18,24,7,"2021-W30"
"Age25_49",175437,150698,0,514564,205154,"Malta","MT",25,49,25,"2021-W30"
"Age50_59",51948,48816,0,514564,59168,"Malta","MT",50,59,10,"2021-W30"
"Age60_69",56682,54602,0,514564,59551,"Malta","MT",60,69,10,"2021-W30"
"Age70_79",47370,46412,0,514564,44918,"Malta","MT",70,79,10,"2021-W30"
"Age80+",22497,22179,0,514564,21689,"Malta","MT",80,100,21,"2021-W30"
"Age<18",24318,2423,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W30"
"Age18_24",360677,62366,30,5367580,470970,"Norway","NO",18,24,7,"2021-W30"
"Age25_49",1354058,371983,237,5367580,1825133,"Norway","NO",25,49,25,"2021-W30"
"Age50_59",654045,294279,174,5367580,703830,"Norway","NO",50,59,10,"2021-W30"
"Age60_69",558934,449512,145,5367580,582495,"Norway","NO",60,69,10,"2021-W30"
"Age70_79",439628,432999,133,5367580,435834,"Norway","NO",70,79,10,"2021-W30"
"Age80+",223742,219361,50,5367580,230710,"Norway","NO",80,100,21,"2021-W30"
"Age0_4",13,13,0,37958138,1921497,"Poland","PL",0,4,5,"2021-W30"
"Age10_14",278773,203941,0,37958138,1998280,"Poland","PL",10,14,5,"2021-W30"
"Age15_17",376215,310082,0,37958138,1051166,"Poland","PL",15,17,3,"2021-W30"
"Age18_24",1161285,897684,1,37958138,2754264,"Poland","PL",18,24,7,"2021-W30"
"Age25_49",6817701,5585992,6,37958138,14035724,"Poland","PL",25,49,25,"2021-W30"
"Age5_9",71,64,0,37958138,1942294,"Poland","PL",5,9,5,"2021-W30"
"Age50_59",2781046,2483457,1,37958138,4606379,"Poland","PL",50,59,10,"2021-W30"
"Age60_69",3620980,3397304,3,37958138,5179612,"Poland","PL",60,69,10,"2021-W30"
"Age70_79",2284440,2232630,8,37958138,2783163,"Poland","PL",70,79,10,"2021-W30"
"Age80+",1059271,1033580,10,37958138,1685759,"Poland","PL",80,100,21,"2021-W30"
"Age0_4",3,3,0,10295909,436202,"Portugal","PT",0,4,5,"2021-W30"
"Age10_14",850,277,0,10295909,504940,"Portugal","PT",10,14,5,"2021-W30"
"Age15_17",5366,3096,0,10295909,320065,"Portugal","PT",15,17,3,"2021-W30"
"Age18_24",168154,50756,0,10295909,775701,"Portugal","PT",18,24,7,"2021-W30"
"Age25_49",2574563,1382304,0,10295909,3360653,"Portugal","PT",25,49,25,"2021-W30"
"Age5_9",6,3,0,10295909,455843,"Portugal","PT",5,9,5,"2021-W30"
"Age50_59",1392323,1079903,0,10295909,1485319,"Portugal","PT",50,59,10,"2021-W30"
"Age60_69",1305586,1145186,1,10295909,1299674,"Portugal","PT",60,69,10,"2021-W30"
"Age70_79",1023048,962625,0,10295909,981649,"Portugal","PT",70,79,10,"2021-W30"
"Age80+",683754,653312,0,10295909,675863,"Portugal","PT",80,100,21,"2021-W30"
"Age<18",71829,63314,0,19328838,3644619,"Romania","RO",0,17,18,"2021-W30"
"Age18_24",347238,291036,0,19328838,1414236,"Romania","RO",18,24,7,"2021-W30"
"Age25_49",1978328,1692538,0,19328838,6769359,"Romania","RO",25,49,25,"2021-W30"
"Age50_59",921615,811773,0,19328838,2541550,"Romania","RO",50,59,10,"2021-W30"
"Age60_69",951681,870774,0,19328838,2499205,"Romania","RO",60,69,10,"2021-W30"
"Age70_79",555576,512686,0,19328838,1531033,"Romania","RO",70,79,10,"2021-W30"
"Age80+",181598,165782,0,19328838,928836,"Romania","RO",80,100,21,"2021-W30"
"Age15_17",38954,3240,0,10327589,345687,"Sweden","SE",15,17,3,"2021-W30"
"Age18_24",455150,86947,0,10327589,810921,"Sweden","SE",18,24,7,"2021-W30"
"Age25_49",2374979,888222,0,10327589,3404540,"Sweden","SE",25,49,25,"2021-W30"
"Age50_59",1127056,969995,0,10327589,1297863,"Sweden","SE",50,59,10,"2021-W30"
"Age60_69",1002784,961694,0,10327589,1108438,"Sweden","SE",60,69,10,"2021-W30"
"Age70_79",947617,924508,0,10327589,989013,"Sweden","SE",70,79,10,"2021-W30"
"Age80+",508018,493516,0,10327589,536306,"Sweden","SE",80,100,21,"2021-W30"
"Age<18",11405,6389,0,2095861,371395,"Slovenia","SI",0,17,18,"2021-W30"
"Age18_24",51212,33537,3,2095861,141225,"Slovenia","SI",18,24,7,"2021-W30"
"Age25_49",287674,199316,18,2095861,711365,"Slovenia","SI",25,49,25,"2021-W30"
"Age50_59",172470,140776,11,2095861,303125,"Slovenia","SI",50,59,10,"2021-W30"
"Age60_69",187620,166707,11,2095861,278944,"Slovenia","SI",60,69,10,"2021-W30"
"Age70_79",141720,130567,12,2095861,175640,"Slovenia","SI",70,79,10,"2021-W30"
"Age80+",90069,82096,17,2095861,114167,"Slovenia","SI",80,100,21,"2021-W30"
"Age10_14",13971,4612,0,5457873,279531,"Slovakia","SK",10,14,5,"2021-W30"
"Age15_17",34770,18679,0,5457873,156256,"Slovakia","SK",15,17,3,"2021-W30"
"Age18_24",147629,111487,0,5457873,398739,"Slovakia","SK",18,24,7,"2021-W30"
"Age25_49",867253,755118,1,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W30"
"Age50_59",367571,336644,0,5457873,704900,"Slovakia","SK",50,59,10,"2021-W30"
"Age60_69",424913,405792,0,5457873,689318,"Slovakia","SK",60,69,10,"2021-W30"
"Age70_79",288971,280220,0,5457873,391090,"Slovakia","SK",70,79,10,"2021-W30"
"Age80+",112037,107459,0,5457873,184680,"Slovakia","SK",80,100,21,"2021-W30"
"Age0_4",131,15,0,8901064,435835,"Austria","AT",0,4,5,"2021-W31"
"Age10_14",52009,28626,1,8901064,421998,"Austria","AT",10,14,5,"2021-W31"
"Age15_17",108260,69881,5,8901064,259561,"Austria","AT",15,17,3,"2021-W31"
"Age18_24",385550,275440,60,8901064,696064,"Austria","AT",18,24,7,"2021-W31"
"Age25_49",1866516,1539485,341,8901064,3006228,"Austria","AT",25,49,25,"2021-W31"
"Age5_9",106,20,0,8901064,425227,"Austria","AT",5,9,5,"2021-W31"
"Age50_59",1032652,927162,249,8901064,1396889,"Austria","AT",50,59,10,"2021-W31"
"Age60_69",860294,804410,267,8901064,1016016,"Austria","AT",60,69,10,"2021-W31"
"Age70_79",633649,602473,234,8901064,769199,"Austria","AT",70,79,10,"2021-W31"
"Age80+",474868,451983,160,8901064,474047,"Austria","AT",80,100,21,"2021-W31"
"Age<18",461623,119001,0,11522440,2320244,"Belgium","BE",0,17,18,"2021-W31"
"Age18_24",674204,458939,0,11522440,930629,"Belgium","BE",18,24,7,"2021-W31"
"Age25_49",2954289,2589400,0,11522440,3751281,"Belgium","BE",25,49,25,"2021-W31"
"Age50_59",1416927,1257041,0,11522440,1591660,"Belgium","BE",50,59,10,"2021-W31"
"Age60_69",1253650,1208340,0,11522440,1347513,"Belgium","BE",60,69,10,"2021-W31"
"Age70_79",885911,862870,0,11522440,924351,"Belgium","BE",70,79,10,"2021-W31"
"Age80+",595990,565442,0,11522440,656762,"Belgium","BE",80,100,21,"2021-W31"
"Age<18",4428,2550,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W31"
"Age18_24",38815,27350,0,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W31"
"Age25_49",360942,277632,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W31"
"Age50_59",213013,174394,0,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W31"
"Age60_69",258147,223914,0,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W31"
"Age70_79",206367,184032,0,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W31"
"Age80+",63870,56785,0,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W31"
"Age10_14",837,2,0,888005,46307,"Cyprus","CY",10,14,5,"2021-W31"
"Age15_17",6367,3552,0,888005,28169,"Cyprus","CY",15,17,3,"2021-W31"
"Age18_24",42650,29846,0,888005,84850,"Cyprus","CY",18,24,7,"2021-W31"
"Age25_49",232468,192039,0,888005,330295,"Cyprus","CY",25,49,25,"2021-W31"
"Age50_59",85851,76939,0,888005,107634,"Cyprus","CY",50,59,10,"2021-W31"
"Age60_69",82177,77761,0,888005,94714,"Cyprus","CY",60,69,10,"2021-W31"
"Age70_79",63005,60514,0,888005,66429,"Cyprus","CY",70,79,10,"2021-W31"
"Age80+",31143,30604,0,888005,33530,"Cyprus","CY",80,100,21,"2021-W31"
"Age10_14",64866,8749,0,10693939,577984,"Czech Republic","CZ",10,14,5,"2021-W31"
"Age15_17",114341,42223,0,10693939,289263,"Czech Republic","CZ",15,17,3,"2021-W31"
"Age18_24",325692,201747,0,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W31"
"Age25_49",2070586,1733650,2,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W31"
"Age50_59",933021,847182,0,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W31"
"Age60_69",979076,900375,0,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W31"
"Age70_79",899879,849966,1,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W31"
"Age80+",391303,372548,0,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W31"
"Age0_4",11,1,0,5822763,307888,"Denmark","DK",0,4,5,"2021-W31"
"Age10_14",76004,1931,0,5822763,338629,"Denmark","DK",10,14,5,"2021-W31"
"Age15_17",148510,82580,2,5822763,203020,"Denmark","DK",15,17,3,"2021-W31"
"Age18_24",395911,304166,33,5822763,522153,"Denmark","DK",18,24,7,"2021-W31"
"Age25_49",1423229,838167,190,5822763,1843666,"Denmark","DK",25,49,25,"2021-W31"
"Age5_9",5,2,0,5822763,306601,"Denmark","DK",5,9,5,"2021-W31"
"Age50_59",739301,719662,98,5822763,800444,"Denmark","DK",50,59,10,"2021-W31"
"Age60_69",639953,632890,60,5822763,663646,"Denmark","DK",60,69,10,"2021-W31"
"Age70_79",562761,560171,44,5822763,564390,"Denmark","DK",70,79,10,"2021-W31"
"Age80+",281957,280567,37,5822763,272326,"Denmark","DK",80,100,21,"2021-W31"
"Age<18",25225,9627,3,1328976,257044,"Estonia","EE",0,17,18,"2021-W31"
"Age18_24",43449,27482,17,1328976,87626,"Estonia","EE",18,24,7,"2021-W31"
"Age25_49",242433,177044,143,1328976,460829,"Estonia","EE",25,49,25,"2021-W31"
"Age50_59",108886,90134,94,1328976,171453,"Estonia","EE",50,59,10,"2021-W31"
"Age60_69",109697,96786,105,1328976,163237,"Estonia","EE",60,69,10,"2021-W31"
"Age70_79",82148,76472,57,1328976,111342,"Estonia","EE",70,79,10,"2021-W31"
"Age80+",49695,46007,43,1328976,77445,"Estonia","EE",80,100,21,"2021-W31"
"Age0_4",8,3,0,10718565,461955,"Greece","EL",0,4,5,"2021-W31"
"Age10_14",7203,36,0,10718565,553606,"Greece","EL",10,14,5,"2021-W31"
"Age15_17",34557,762,0,10718565,326859,"Greece","EL",15,17,3,"2021-W31"
"Age18_24",324139,170377,0,10718565,782452,"Greece","EL",18,24,7,"2021-W31"
"Age25_49",1991110,1601522,0,10718565,3497414,"Greece","EL",25,49,25,"2021-W31"
"Age5_9",6,5,0,10718565,511958,"Greece","EL",5,9,5,"2021-W31"
"Age50_59",1073147,975353,0,10718565,1515472,"Greece","EL",50,59,10,"2021-W31"
"Age60_69",1007018,954959,0,10718565,1291651,"Greece","EL",60,69,10,"2021-W31"
"Age70_79",815925,791916,0,10718565,1003958,"Greece","EL",70,79,10,"2021-W31"
"Age80+",556711,536954,0,10718565,773240,"Greece","EL",80,100,21,"2021-W31"
"Age0_4",370,178,0,47332614,2011885,"Spain","ES",0,4,5,"2021-W31"
"Age10_14",130881,3700,0,47332614,2535060,"Spain","ES",10,14,5,"2021-W31"
"Age15_17",428230,51037,0,47332614,1448603,"Spain","ES",15,17,3,"2021-W31"
"Age18_24",1821105,425536,1,47332614,3303575,"Spain","ES",18,24,7,"2021-W31"
"Age25_49",12614205,8589728,7,47332614,16481919,"Spain","ES",25,49,25,"2021-W31"
"Age5_9",566,443,0,47332614,2330208,"Spain","ES",5,9,5,"2021-W31"
"Age50_59",6511162,5515780,6,47332614,7035203,"Spain","ES",50,59,10,"2021-W31"
"Age60_69",5188344,4626891,10,47332614,5350604,"Spain","ES",60,69,10,"2021-W31"
"Age70_79",3926857,3749377,271,47332614,3984504,"Spain","ES",70,79,10,"2021-W31"
"Age80+",2930105,2876034,208,47332614,2851053,"Spain","ES",80,100,21,"2021-W31"
"Age0_4",0,0,0,5525292,255924,"Finland","FI",0,4,5,"2021-W31"
"Age10_14",5300,29,0,5525292,308825,"Finland","FI",10,14,5,"2021-W31"
"Age15_17",80805,3755,0,5525292,178021,"Finland","FI",15,17,3,"2021-W31"
"Age18_24",278512,33054,0,5525292,432594,"Finland","FI",18,24,7,"2021-W31"
"Age25_49",1286163,351743,0,5525292,1728083,"Finland","FI",25,49,25,"2021-W31"
"Age5_9",0,0,0,5525292,306287,"Finland","FI",5,9,5,"2021-W31"
"Age50_59",621920,413995,0,5525292,724665,"Finland","FI",50,59,10,"2021-W31"
"Age60_69",645280,552144,0,5525292,716579,"Finland","FI",60,69,10,"2021-W31"
"Age70_79",556450,530745,0,5525292,561908,"Finland","FI",70,79,10,"2021-W31"
"Age80+",295971,283128,0,5525292,312406,"Finland","FI",80,100,21,"2021-W31"
"Age<18",2424565,943163,0,67320216,14540168,"France","FR",0,17,18,"2021-W31"
"Age18_24",4100296,2373435,1,67320216,5444270,"France","FR",18,24,7,"2021-W31"
"Age25_49",15460535,10274344,25,67320216,20684932,"France","FR",25,49,25,"2021-W31"
"Age50_59",7396019,5636295,33,67320216,8805539,"France","FR",50,59,10,"2021-W31"
"Age60_69",6904933,5760539,56,67320216,8007585,"France","FR",60,69,10,"2021-W31"
"Age70_79",5394820,4824515,41,67320216,5692912,"France","FR",70,79,10,"2021-W31"
"Age80+",3470134,3108994,13,67320216,4144810,"France","FR",80,100,21,"2021-W31"
"Age0_4",60,45,0,4058165,182408,"Croatia","HR",0,4,5,"2021-W31"
"Age10_14",1132,642,0,4058165,202389,"Croatia","HR",10,14,5,"2021-W31"
"Age15_17",6481,3927,0,4058165,115854,"Croatia","HR",15,17,3,"2021-W31"
"Age18_24",80560,59108,0,4058165,321108,"Croatia","HR",18,24,7,"2021-W31"
"Age25_49",519115,427438,13,4058165,1319478,"Croatia","HR",25,49,25,"2021-W31"
"Age5_9",18,14,0,4058165,196674,"Croatia","HR",5,9,5,"2021-W31"
"Age50_59",314071,275570,4,4058165,570899,"Croatia","HR",50,59,10,"2021-W31"
"Age60_69",383639,353902,8,4058165,562891,"Croatia","HR",60,69,10,"2021-W31"
"Age70_79",270439,255977,1,4058165,364156,"Croatia","HR",70,79,10,"2021-W31"
"Age80+",127291,120313,1,4058165,222308,"Croatia","HR",80,100,21,"2021-W31"
"Age<18",219534,193201,0,9769526,1709048,"Hungary","HU",0,17,18,"2021-W31"
"Age18_24",355790,315242,189,9769526,741094,"Hungary","HU",18,24,7,"2021-W31"
"Age25_49",2104416,1930714,3398,9769526,3490565,"Hungary","HU",25,49,25,"2021-W31"
"Age50_59",870838,818704,3851,9769526,1235206,"Hungary","HU",50,59,10,"2021-W31"
"Age60_69",1001505,959675,12960,9769526,1295058,"Hungary","HU",60,69,10,"2021-W31"
"Age70_79",738119,716775,14248,9769526,859765,"Hungary","HU",70,79,10,"2021-W31"
"Age80+",328408,317351,5123,9769526,438790,"Hungary","HU",80,100,21,"2021-W31"
"Age0_4",2,2,0,4964440,311481,"Ireland","IE",0,4,5,"2021-W31"
"Age10_14",1059,524,0,4964440,348422,"Ireland","IE",10,14,5,"2021-W31"
"Age15_17",64802,6878,7,4964440,195570,"Ireland","IE",15,17,3,"2021-W31"
"Age18_24",323543,96436,41,4964440,433572,"Ireland","IE",18,24,7,"2021-W31"
"Age25_49",1464023,1123173,109,4964440,1749671,"Ireland","IE",25,49,25,"2021-W31"
"Age5_9",6,2,0,4964440,346162,"Ireland","IE",5,9,5,"2021-W31"
"Age50_59",595002,513443,33,4964440,606007,"Ireland","IE",50,59,10,"2021-W31"
"Age60_69",483535,467404,16,4964440,480682,"Ireland","IE",60,69,10,"2021-W31"
"Age70_79",349093,346277,19,4964440,322167,"Ireland","IE",70,79,10,"2021-W31"
"Age80+",187952,185315,10,4964440,170706,"Ireland","IE",80,100,21,"2021-W31"
"Age0_4",0,0,0,364134,21362,"Iceland","IS",0,4,5,"2021-W31"
"Age10_14",434,216,0,364134,23630,"Iceland","IS",10,14,5,"2021-W31"
"Age15_17",8277,7591,3,364134,13145,"Iceland","IS",15,17,3,"2021-W31"
"Age18_24",29303,16030,1477,364134,34868,"Iceland","IS",18,24,7,"2021-W31"
"Age25_49",111887,72722,3852,364134,131004,"Iceland","IS",25,49,25,"2021-W31"
"Age5_9",0,0,0,364134,23227,"Iceland","IS",5,9,5,"2021-W31"
"Age50_59",40480,36302,716,364134,43992,"Iceland","IS",50,59,10,"2021-W31"
"Age60_69",37073,35964,71,364134,37414,"Iceland","IS",60,69,10,"2021-W31"
"Age70_79",24804,24319,9,364134,22890,"Iceland","IS",70,79,10,"2021-W31"
"Age80+",13672,13549,1,364134,12602,"Iceland","IS",80,100,21,"2021-W31"
"Age<18",1125815,500606,0,59641488,9433159,"Italy","IT",0,17,18,"2021-W31"
"Age18_24",2717183,1644717,0,59641488,4121339,"Italy","IT",18,24,7,"2021-W31"
"Age25_49",12301400,9186008,0,59641488,18920355,"Italy","IT",25,49,25,"2021-W31"
"Age50_59",7393589,6229664,0,59641488,9414195,"Italy","IT",50,59,10,"2021-W31"
"Age60_69",6342204,5404074,0,59641488,7364364,"Italy","IT",60,69,10,"2021-W31"
"Age70_79",5362422,4916390,0,59641488,5968373,"Italy","IT",70,79,10,"2021-W31"
"Age80+",4254433,4040839,0,59641488,4419703,"Italy","IT",80,100,21,"2021-W31"
"Age0_4",0,0,0,2794090,145590,"Lithuania","LT",0,4,5,"2021-W31"
"Age10_14",13467,7398,0,2794090,132642,"Lithuania","LT",10,14,5,"2021-W31"
"Age15_17",25423,17102,0,2794090,76077,"Lithuania","LT",15,17,3,"2021-W31"
"Age18_24",113927,84053,0,2794090,209209,"Lithuania","LT",18,24,7,"2021-W31"
"Age25_49",543253,400974,0,2794090,914337,"Lithuania","LT",25,49,25,"2021-W31"
"Age5_9",0,0,0,2794090,144512,"Lithuania","LT",5,9,5,"2021-W31"
"Age50_59",269928,209765,0,2794090,419039,"Lithuania","LT",50,59,10,"2021-W31"
"Age60_69",258209,223495,0,2794090,351248,"Lithuania","LT",60,69,10,"2021-W31"
"Age70_79",173055,160479,0,2794090,236890,"Lithuania","LT",70,79,10,"2021-W31"
"Age80+",93401,86788,0,2794090,164546,"Lithuania","LT",80,100,21,"2021-W31"
"Age10_14",8430,2317,0,626108,33101,"Luxembourg","LU",10,14,5,"2021-W31"
