dep;jour;n_dose1;n_complet;n_cum_dose1;n_cum_complet;couv_dose1;couv_complet
16;2021-10-04;117;356;275309;269134;79.1;77.3
16;2021-10-05;122;375;275431;269509;79.1;77.4
16;2021-10-06;182;510;275613;270019;79.2;77.6
16;2021-10-07;122;315;275735;270334;79.2;77.6
16;2021-10-08;238;673;275973;271007;79.3;77.8
16;2021-10-09;76;181;276049;271188;79.3;77.9
16;2021-10-10;1;10;276050;271198;79.3;77.9
16;2021-10-11;106;274;276156;271472;79.3;78.0
16;2021-10-12;96;221;276252;271693;79.3;78.0
16;2021-10-13;198;343;276450;272036;79.4;78.1
16;2021-10-14;90;163;276540;272199;79.4;78.2
16;2021-10-15;182;420;276722;272619;79.5;78.3
16;2021-10-16;84;97;276806;272716;79.5;78.3
16;2021-10-17;2;1;276808;272717;79.5;78.3
17;2020-12-27;0;0;0;0;0.0;0.0
17;2020-12-28;0;0;0;0;0.0;0.0
17;2020-12-29;0;0;0;0;0.0;0.0
17;2020-12-30;1;0;1;0;0.0;0.0
17;2020-12-31;0;0;1;0;0.0;0.0
17;2021-01-01;1;0;2;0;0.0;0.0
17;2021-01-02;1;0;3;0;0.0;0.0
17;2021-01-03;0;0;3;0;0.0;0.0
17;2021-01-04;56;0;59;0;0.0;0.0
17;2021-01-05;98;0;157;0;0.0;0.0
17;2021-01-06;132;0;289;0;0.0;0.0
17;2021-01-07;484;1;773;1;0.1;0.0
17;2021-01-08;418;1;1191;2;0.2;0.0
17;2021-01-09;0;0;1191;2;0.2;0.0
17;2021-01-10;1;0;1192;2;0.2;0.0
17;2021-01-11;381;2;1573;4;0.2;0.0
17;2021-01-12;751;1;2324;5;0.4;0.0
17;2021-01-13;655;2;2979;7;0.5;0.0
17;2021-01-14;616;9;3595;16;0.6;0.0
17;2021-01-15;681;2;4276;18;0.7;0.0
17;2021-01-16;129;2;4405;20;0.7;0.0
17;2021-01-17;19;0;4424;20;0.7;0.0
17;2021-01-18;887;5;5311;25;0.8;0.0
17;2021-01-19;1910;17;7221;42;1.1;0.0
17;2021-01-20;2396;4;9617;46;1.5;0.0
17;2021-01-21;2500;12;12117;58;1.9;0.0
17;2021-01-22;1893;15;14010;73;2.2;0.0
17;2021-01-23;738;1;14748;74;2.3;0.0
17;2021-01-24;50;0;14798;74;2.3;0.0
17;2021-01-25;1382;5;16180;79;2.5;0.0
17;2021-01-26;2110;5;18290;84;2.8;0.0
17;2021-01-27;1676;33;19966;117;3.1;0.0
17;2021-01-28;2476;232;22442;349;3.5;0.1
17;2021-01-29;1740;222;24182;571;3.7;0.1
17;2021-01-30;528;5;24710;576;3.8;0.1
17;2021-01-31;37;2;24747;578;3.8;0.1
17;2021-02-01;741;210;25488;788;3.9;0.1
17;2021-02-02;1202;347;26690;1135;4.1;0.2
17;2021-02-03;1300;401;27990;1536;4.3;0.2
17;2021-02-04;1162;503;29152;2039;4.5;0.3
17;2021-02-05;603;757;29755;2796;4.6;0.4
17;2021-02-06;25;43;29780;2839;4.6;0.4
17;2021-02-07;31;13;29811;2852;4.6;0.4
17;2021-02-08;706;400;30517;3252;4.7;0.5
17;2021-02-09;1103;1316;31620;4568;4.9;0.7
17;2021-02-10;866;1288;32486;5856;5.0;0.9
17;2021-02-11;1241;1402;33727;7258;5.2;1.1
17;2021-02-12;774;966;34501;8224;5.3;1.3
17;2021-02-13;43;104;34544;8328;5.3;1.3
17;2021-02-14;1;10;34545;8338;5.3;1.3
17;2021-02-15;621;1222;35166;9560;5.4;1.5
17;2021-02-16;752;1827;35918;11387;5.6;1.8
17;2021-02-17;795;1357;36713;12744;5.7;2.0
17;2021-02-18;965;2185;37678;14929;5.8;2.3
17;2021-02-19;1069;1539;38747;16468;6.0;2.5
17;2021-02-20;105;311;38852;16779;6.0;2.6
17;2021-02-21;9;2;38861;16781;6.0;2.6
17;2021-02-22;650;1630;39511;18411;6.1;2.8
17;2021-02-23;782;1535;40293;19946;6.2;3.1
17;2021-02-24;1080;1586;41373;21532;6.4;3.3
17;2021-02-25;1087;1708;42460;23240;6.6;3.6
17;2021-02-26;1308;1296;43768;24536;6.8;3.8
17;2021-02-27;529;248;44297;24784;6.8;3.8
17;2021-02-28;19;9;44316;24793;6.8;3.8
17;2021-03-01;638;1042;44954;25835;6.9;4.0
17;2021-03-02;1095;870;46049;26705;7.1;4.1
17;2021-03-03;1617;795;47666;27500;7.4;4.2
17;2021-03-04;2426;1143;50092;28643;7.7;4.4
17;2021-03-05;2665;683;52757;29326;8.2;4.5
17;2021-03-06;1028;32;53785;29358;8.3;4.5
17;2021-03-07;183;47;53968;29405;8.3;4.5
17;2021-03-08;1019;836;54987;30241;8.5;4.7
17;2021-03-09;1745;621;56732;30862;8.8;4.8
17;2021-03-10;2049;648;58781;31510;9.1;4.9
17;2021-03-11;3228;999;62009;32509;9.6;5.0
17;2021-03-12;3356;630;65365;33139;10.1;5.1
17;2021-03-13;1203;13;66568;33152;10.3;5.1
17;2021-03-14;34;0;66602;33152;10.3;5.1
17;2021-03-15;1243;996;67845;34148;10.5;5.3
17;2021-03-16;892;536;68737;34684;10.6;5.4
17;2021-03-17;1460;707;70197;35391;10.8;5.5
17;2021-03-18;1683;766;71880;36157;11.1;5.6
17;2021-03-19;2096;549;73976;36706;11.4;5.7
17;2021-03-20;1086;59;75062;36765;11.6;5.7
17;2021-03-21;37;43;75099;36808;11.6;5.7
17;2021-03-22;1577;693;76676;37501;11.8;5.8
17;2021-03-23;2491;583;79167;38084;12.2;5.9
17;2021-03-24;3546;861;82713;38945;12.8;6.0
17;2021-03-25;4713;649;87426;39594;13.5;6.1
17;2021-03-26;4943;478;92369;40072;14.3;6.2
17;2021-03-27;1737;69;94106;40141;14.5;6.2
17;2021-03-28;369;45;94475;40186;14.6;6.2
17;2021-03-29;2361;569;96836;40755;15.0;6.3
17;2021-03-30;2654;990;99490;41745;15.4;6.5
17;2021-03-31;3843;912;103333;42657;16.0;6.6
17;2021-04-01;4013;1170;107346;43827;16.6;6.8
17;2021-04-02;3708;841;111054;44668;17.2;6.9
17;2021-04-03;1152;187;112206;44855;17.3;6.9
17;2021-04-04;502;6;112708;44861;17.4;6.9
17;2021-04-05;445;128;113153;44989;17.5;7.0
17;2021-04-06;3479;1032;116632;46021;18.0;7.1
17;2021-04-07;4131;1159;120763;47180;18.7;7.3
17;2021-04-08;4566;1482;125329;48662;19.4;7.5
17;2021-04-09;6498;846;131827;49508;20.4;7.7
17;2021-04-10;2582;72;134409;49580;20.8;7.7
17;2021-04-11;790;18;135199;49598;20.9;7.7
17;2021-04-12;2889;1624;138088;51222;21.3;7.9
17;2021-04-13;4152;1289;142240;52511;22.0;8.1
17;2021-04-14;4419;1214;146659;53725;22.7;8.3
17;2021-04-15;4601;1140;151260;54865;23.4;8.5
17;2021-04-16;4298;1155;155558;56020;24.0;8.7
17;2021-04-17;1682;384;157240;56404;24.3;8.7
17;2021-04-18;471;81;157711;56485;24.4;8.7
17;2021-04-19;2336;2062;160047;58547;24.7;9.0
17;2021-04-20;2927;2559;162974;61106;25.2;9.4
17;2021-04-21;2974;1942;165948;63048;25.6;9.7
17;2021-04-22;3121;2366;169069;65414;26.1;10.1
17;2021-04-23;2446;2731;171515;68145;26.5;10.5
17;2021-04-24;1669;929;173184;69074;26.8;10.7
17;2021-04-25;664;246;173848;69320;26.9;10.7
17;2021-04-26;2578;2627;176426;71947;27.3;11.1
17;2021-04-27;3151;2672;179577;74619;27.8;11.5
17;2021-04-28;3102;2940;182679;77559;28.2;12.0
17;2021-04-29;4148;2867;186827;80426;28.9;12.4
17;2021-04-30;4355;2640;191182;83066;29.5;12.8
17;2021-05-01;849;543;192031;83609;29.7;12.9
17;2021-05-02;553;839;192584;84448;29.8;13.1
17;2021-05-03;2546;2963;195130;87411;30.2;13.5
17;2021-05-04;2315;3726;197445;91137;30.5;14.1
17;2021-05-05;2907;3704;200352;94841;31.0;14.7
17;2021-05-06;4120;3405;204472;98246;31.6;15.2
17;2021-05-07;4359;3633;208831;101879;32.3;15.7
17;2021-05-08;1306;753;210137;102632;32.5;15.9
17;2021-05-09;1311;706;211448;103338;32.7;16.0
17;2021-05-10;2726;3694;214174;107032;33.1;16.5
17;2021-05-11;3500;3997;217674;111029;33.6;17.2
17;2021-05-12;3529;3813;221203;114842;34.2;17.7
17;2021-05-13;2542;693;223745;115535;34.6;17.9
17;2021-05-14;3031;2393;226776;117928;35.0;18.2
17;2021-05-15;2127;662;228903;118590;35.4;18.3
17;2021-05-16;1733;318;230636;118908;35.6;18.4
17;2021-05-17;4288;1999;234924;120907;36.3;18.7
17;2021-05-18;4746;1637;239670;122544;37.0;18.9
17;2021-05-19;5071;1281;244741;123825;37.8;19.1
17;2021-05-20;4940;1947;249681;125772;38.6;19.4
17;2021-05-21;4994;1955;254675;127727;39.4;19.7
17;2021-05-22;2390;532;257065;128259;39.7;19.8
17;2021-05-23;1900;128;258965;128387;40.0;19.8
17;2021-05-24;1426;210;260391;128597;40.2;19.9
17;2021-05-25;4031;1769;264422;130366;40.9;20.1
17;2021-05-26;4369;2040;268791;132406;41.5;20.5
17;2021-05-27;5211;2139;274002;134545;42.3;20.8
17;2021-05-28;4469;3437;278471;137982;43.0;21.3
17;2021-05-29;1559;1707;280030;139689;43.3;21.6
17;2021-05-30;857;410;280887;140099;43.4;21.7
17;2021-05-31;2947;3013;283834;143112;43.9;22.1
17;2021-06-01;4295;2927;288129;146039;44.5;22.6
17;2021-06-02;4203;3177;292332;149216;45.2;23.1
17;2021-06-03;5058;3167;297390;152383;46.0;23.5
17;2021-06-04;4513;3858;301903;156241;46.7;24.1
17;2021-06-05;1991;1603;303894;157844;47.0;24.4
17;2021-06-06;852;735;304746;158579;47.1;24.5
17;2021-06-07;3138;4345;307884;162924;47.6;25.2
17;2021-06-08;3790;4496;311674;167420;48.2;25.9
17;2021-06-09;4345;3055;316019;170475;48.8;26.3
17;2021-06-10;4927;2794;320946;173269;49.6;26.8
17;2021-06-11;4794;3693;325740;176962;50.3;27.3
17;2021-06-12;1813;1405;327553;178367;50.6;27.6
17;2021-06-13;612;415;328165;178782;50.7;27.6
17;2021-06-14;2834;4538;330999;183320;51.2;28.3
17;2021-06-15;3625;4382;334624;187702;51.7;29.0
17;2021-06-16;4127;3695;338751;191397;52.4;29.6
17;2021-06-17;4367;4124;343118;195521;53.0;30.2
17;2021-06-18;4059;4441;347177;199962;53.7;30.9
17;2021-06-19;1450;1988;348627;201950;53.9;31.2
17;2021-06-20;595;1036;349222;202986;54.0;31.4
17;2021-06-21;2558;4372;351780;207358;54.4;32.0
17;2021-06-22;3532;4453;355312;211811;54.9;32.7
17;2021-06-23;3795;3998;359107;215809;55.5;33.4
17;2021-06-24;3600;3959;362707;219768;56.1;34.0
17;2021-06-25;2718;4991;365425;224759;56.5;34.7
17;2021-06-26;905;2334;366330;227093;56.6;35.1
17;2021-06-27;397;1904;366727;228997;56.7;35.4
17;2021-06-28;1522;5417;368249;234414;56.9;36.2
17;2021-06-29;1684;5892;369933;240306;57.2;37.1
17;2021-06-30;2030;5549;371963;245855;57.5;38.0
17;2021-07-01;2267;5562;374230;251417;57.8;38.9
17;2021-07-02;2485;5983;376715;257400;58.2;39.8
17;2021-07-03;627;2544;377342;259944;58.3;40.2
17;2021-07-04;155;1250;377497;261194;58.3;40.4
17;2021-07-05;1887;5176;379384;266370;58.6;41.2
17;2021-07-06;2128;5600;381512;271970;59.0;42.0
17;2021-07-07;2406;5500;383918;277470;59.3;42.9
17;2021-07-08;2915;5446;386833;282916;59.8;43.7
17;2021-07-09;2526;6078;389359;288994;60.2;44.7
17;2021-07-10;826;2470;390185;291464;60.3;45.0
17;2021-07-11;379;906;390564;292370;60.4;45.2
17;2021-07-12;2002;5617;392566;297987;60.7;46.1
17;2021-07-13;2372;6720;394938;304707;61.0;47.1
17;2021-07-14;71;72;395009;304779;61.0;47.1
17;2021-07-15;2190;6862;397199;311641;61.4;48.2
17;2021-07-16;2777;6965;399976;318606;61.8;49.2
17;2021-07-17;1051;2274;401027;320880;62.0;49.6
17;2021-07-18;312;1036;401339;321916;62.0;49.7
17;2021-07-19;2634;5908;403973;327824;62.4;50.7
17;2021-07-20;3315;6319;407288;334143;62.9;51.6
17;2021-07-21;3802;6029;411090;340172;63.5;52.6
17;2021-07-22;4248;6269;415338;346441;64.2;53.5
17;2021-07-23;3906;6566;419244;353007;64.8;54.6
17;2021-07-24;2067;1403;421311;354410;65.1;54.8
17;2021-07-25;1040;417;422351;354827;65.3;54.8
17;2021-07-26;3735;5425;426086;360252;65.8;55.7
17;2021-07-27;4728;5442;430814;365694;66.6;56.5
17;2021-07-28;5214;5177;436028;370871;67.4;57.3
17;2021-07-29;5166;5345;441194;376216;68.2;58.1
17;2021-07-30;5512;5577;446706;381793;69.0;59.0
17;2021-07-31;2117;1215;448823;383008;69.4;59.2
17;2021-08-01;1095;359;449918;383367;69.5;59.2
17;2021-08-02;4621;4393;454539;387760;70.2;59.9
17;2021-08-03;5762;4165;460301;391925;71.1;60.6
17;2021-08-04;6202;3379;466503;395304;72.1;61.1
17;2021-08-05;6390;3150;472893;398454;73.1;61.6
17;2021-08-06;5888;3601;478781;402055;74.0;62.1
17;2021-08-07;1993;870;480774;402925;74.3;62.3
17;2021-08-08;978;219;481752;403144;74.5;62.3
17;2021-08-09;3923;3695;485675;406839;75.1;62.9
17;2021-08-10;5087;3488;490762;410327;75.8;63.4
17;2021-08-11;4919;3812;495681;414139;76.6;64.0
17;2021-08-12;4897;3959;500578;418098;77.4;64.6
17;2021-08-13;4521;4142;505099;422240;78.1;65.3
17;2021-08-14;1239;1383;506338;423623;78.2;65.5
17;2021-08-15;407;377;506745;424000;78.3;65.5
17;2021-08-16;2855;4065;509600;428065;78.8;66.2
17;2021-08-17;3051;4291;512651;432356;79.2;66.8
17;2021-08-18;2622;4555;515273;436911;79.6;67.5
17;2021-08-19;2733;4372;518006;441283;80.1;68.2
17;2021-08-20;2501;5025;520507;446308;80.4;69.0
17;2021-08-21;685;1355;521192;447663;80.5;69.2
17;2021-08-22;221;457;521413;448120;80.6;69.3
17;2021-08-23;1987;4956;523400;453076;80.9;70.0
17;2021-08-24;1941;5093;525341;458169;81.2;70.8
17;2021-08-25;1660;5506;527001;463675;81.4;71.7
17;2021-08-26;1603;5761;528604;469436;81.7;72.5
17;2021-08-27;1552;5954;530156;475390;81.9;73.5
17;2021-08-28;521;1455;530677;476845;82.0;73.7
17;2021-08-29;87;575;530764;477420;82.0;73.8
17;2021-08-30;1436;5049;532200;482469;82.2;74.6
17;2021-08-31;1327;5239;533527;487708;82.5;75.4
17;2021-09-01;1195;4759;534722;492467;82.6;76.1
17;2021-09-02;1141;4146;535863;496613;82.8;76.7
17;2021-09-03;1173;4918;537036;501531;83.0;77.5
17;2021-09-04;287;917;537323;502448;83.0;77.6
17;2021-09-05;56;103;537379;502551;83.0;77.7
17;2021-09-06;730;3208;538109;505759;83.2;78.2
17;2021-09-07;720;2636;538829;508395;83.3;78.6
17;2021-09-08;823;3590;539652;511985;83.4;79.1
17;2021-09-09;819;2403;540471;514388;83.5;79.5
17;2021-09-10;805;3330;541276;517718;83.6;80.0
17;2021-09-11;304;853;541580;518571;83.7;80.1
17;2021-09-12;10;13;541590;518584;83.7;80.1
17;2021-09-13;654;1933;542244;520517;83.8;80.4
17;2021-09-14;619;1625;542863;522142;83.9;80.7
17;2021-09-15;943;2376;543806;524518;84.0;81.1
17;2021-09-16;546;1454;544352;525972;84.1;81.3
17;2021-09-17;622;1921;544974;527893;84.2;81.6
17;2021-09-18;193;583;545167;528476;84.3;81.7
17;2021-09-19;13;6;545180;528482;84.3;81.7
17;2021-09-20;432;1227;545612;529709;84.3;81.9
17;2021-09-21;326;893;545938;530602;84.4;82.0
17;2021-09-22;420;1694;546358;532296;84.4;82.3
17;2021-09-23;359;972;546717;533268;84.5;82.4
17;2021-09-24;385;1821;547102;535089;84.5;82.7
17;2021-09-25;128;472;547230;535561;84.6;82.8
17;2021-09-26;0;16;547230;535577;84.6;82.8
17;2021-09-27;437;1177;547667;536754;84.6;83.0
17;2021-09-28;275;688;547942;537442;84.7;83.1
17;2021-09-29;454;1215;548396;538657;84.7;83.2
17;2021-09-30;374;715;548770;539372;84.8;83.4
17;2021-10-01;362;742;549132;540114;84.9;83.5
17;2021-10-02;110;310;549242;540424;84.9;83.5
17;2021-10-03;4;29;549246;540453;84.9;83.5
17;2021-10-04;366;860;549612;541313;84.9;83.7
17;2021-10-05;379;580;549991;541893;85.0;83.7
17;2021-10-06;424;1132;550415;543025;85.1;83.9
17;2021-10-07;275;556;550690;543581;85.1;84.0
17;2021-10-08;423;888;551113;544469;85.2;84.1
17;2021-10-09;157;317;551270;544786;85.2;84.2
17;2021-10-10;1;23;551271;544809;85.2;84.2
17;2021-10-11;390;563;551661;545372;85.3;84.3
17;2021-10-12;218;364;551879;545736;85.3;84.3
17;2021-10-13;367;672;552246;546408;85.3;84.4
17;2021-10-14;223;412;552469;546820;85.4;84.5
17;2021-10-15;386;663;552855;547483;85.4;84.6
17;2021-10-16;81;146;552936;547629;85.5;84.6
17;2021-10-17;2;5;552938;547634;85.5;84.6
18;2020-12-27;0;0;0;0;0.0;0.0
18;2020-12-28;0;0;0;0;0.0;0.0
18;2020-12-29;0;0;0;0;0.0;0.0
18;2020-12-30;1;0;1;0;0.0;0.0
18;2020-12-31;0;0;1;0;0.0;0.0
18;2021-01-01;0;0;1;0;0.0;0.0
18;2021-01-02;0;0;1;0;0.0;0.0
18;2021-01-03;0;0;1;0;0.0;0.0
18;2021-01-04;3;0;4;0;0.0;0.0
18;2021-01-05;0;0;4;0;0.0;0.0
18;2021-01-06;1;0;5;0;0.0;0.0
18;2021-01-07;30;1;35;1;0.0;0.0
18;2021-01-08;65;0;100;1;0.0;0.0
18;2021-01-09;225;1;325;2;0.1;0.0
18;2021-01-10;146;0;471;2;0.2;0.0
18;2021-01-11;169;0;640;2;0.2;0.0
18;2021-01-12;371;0;1011;2;0.3;0.0
18;2021-01-13;270;2;1281;4;0.4;0.0
18;2021-01-14;269;2;1550;6;0.5;0.0
18;2021-01-15;332;2;1882;8;0.6;0.0
18;2021-01-16;288;3;2170;11;0.7;0.0
18;2021-01-17;1;0;2171;11;0.7;0.0
18;2021-01-18;291;0;2462;11;0.8;0.0
18;2021-01-19;1373;5;3835;16;1.3;0.0
18;2021-01-20;1239;2;5074;18;1.7;0.0
18;2021-01-21;963;0;6037;18;2.0;0.0
18;2021-01-22;781;2;6818;20;2.3;0.0
18;2021-01-23;249;2;7067;22;2.4;0.0
18;2021-01-24;0;0;7067;22;2.4;0.0
18;2021-01-25;509;1;7576;23;2.6;0.0
18;2021-01-26;395;1;7971;24;2.7;0.0
18;2021-01-27;390;2;8361;26;2.8;0.0
18;2021-01-28;566;8;8927;34;3.0;0.0
18;2021-01-29;490;73;9417;107;3.2;0.0
18;2021-01-30;431;159;9848;266;3.3;0.1
18;2021-01-31;82;116;9930;382;3.4;0.1
18;2021-02-01;328;139;10258;521;3.5;0.2
18;2021-02-02;507;240;10765;761;3.6;0.3
18;2021-02-03;398;204;11163;965;3.8;0.3
18;2021-02-04;630;228;11793;1193;4.0;0.4
18;2021-02-05;448;194;12241;1387;4.1;0.5
18;2021-02-06;283;100;12524;1487;4.2;0.5
18;2021-02-07;108;1;12632;1488;4.3;0.5
18;2021-02-08;268;230;12900;1718;4.4;0.6
18;2021-02-09;583;780;13483;2498;4.5;0.8
18;2021-02-10;742;695;14225;3193;4.8;1.1
18;2021-02-11;655;451;14880;3644;5.0;1.2
18;2021-02-12;502;330;15382;3974;5.2;1.3
18;2021-02-13;286;124;15668;4098;5.3;1.4
18;2021-02-14;364;98;16032;4196;5.4;1.4
18;2021-02-15;378;394;16410;4590;5.5;1.5
18;2021-02-16;401;402;16811;4992;5.7;1.7
18;2021-02-17;404;456;17215;5448;5.8;1.8
18;2021-02-18;344;535;17559;5983;5.9;2.0
18;2021-02-19;471;305;18030;6288;6.1;2.1
18;2021-02-20;720;241;18750;6529;6.3;2.2
18;2021-02-21;316;4;19066;6533;6.4;2.2
18;2021-02-22;218;369;19284;6902;6.5;2.3
18;2021-02-23;204;350;19488;7252;6.6;2.4
18;2021-02-24;241;274;19729;7526;6.7;2.5
18;2021-02-25;294;519;20023;8045;6.8;2.7
18;2021-02-26;583;236;20606;8281;7.0;2.8
18;2021-02-27;510;388;21116;8669;7.1;2.9
18;2021-02-28;7;68;21123;8737;7.1;2.9
18;2021-03-01;237;412;21360;9149;7.2;3.1
18;2021-03-02;284;520;21644;9669;7.3;3.3
18;2021-03-03;346;586;21990;10255;7.4;3.5
18;2021-03-04;475;571;22465;10826;7.6;3.7
18;2021-03-05;524;372;22989;11198;7.8;3.8
18;2021-03-06;1071;347;24060;11545;8.1;3.9
18;2021-03-07;7;140;24067;11685;8.1;3.9
18;2021-03-08;336;363;24403;12048;8.2;4.1
18;2021-03-09;410;367;24813;12415;8.4;4.2
18;2021-03-10;423;453;25236;12868;8.5;4.3
18;2021-03-11;518;426;25754;13294;8.7;4.5
18;2021-03-12;705;306;26459;13600;8.9;4.6
18;2021-03-13;1164;252;27623;13852;9.3;4.7
18;2021-03-14;301;215;27924;14067;9.4;4.7
18;2021-03-15;492;382;28416;14449;9.6;4.9
18;2021-03-16;392;314;28808;14763;9.7;5.0
18;2021-03-17;383;415;29191;15178;9.8;5.1
18;2021-03-18;512;230;29703;15408;10.0;5.2
18;2021-03-19;755;228;30458;15636;10.3;5.3
18;2021-03-20;986;622;31444;16258;10.6;5.5
18;2021-03-21;308;307;31752;16565;10.7;5.6
18;2021-03-22;602;299;32354;16864;10.9;5.7
18;2021-03-23;706;295;33060;17159;11.2;5.8
18;2021-03-24;1052;299;34112;17458;11.5;5.9
18;2021-03-25;1049;304;35161;17762;11.9;6.0
18;2021-03-26;1208;351;36369;18113;12.3;6.1
18;2021-03-27;1488;322;37857;18435;12.8;6.2
18;2021-03-28;215;0;38072;18435;12.8;6.2
18;2021-03-29;1101;202;39173;18637;13.2;6.3
18;2021-03-30;1084;305;40257;18942;13.6;6.4
18;2021-03-31;1305;256;41562;19198;14.0;6.5
18;2021-04-01;1375;350;42937;19548;14.5;6.6
18;2021-04-02;1229;312;44166;19860;14.9;6.7
18;2021-04-03;581;181;44747;20041;15.1;6.8
18;2021-04-04;71;5;44818;20046;15.1;6.8
18;2021-04-05;199;0;45017;20046;15.2;6.8
18;2021-04-06;1027;353;46044;20399;15.5;6.9
18;2021-04-07;1322;368;47366;20767;16.0;7.0
18;2021-04-08;1692;351;49058;21118;16.6;7.1
18;2021-04-09;1833;284;50891;21402;17.2;7.2
18;2021-04-10;2632;653;53523;22055;18.1;7.4
18;2021-04-11;1986;322;55509;22377;18.7;7.5
18;2021-04-12;1401;404;56910;22781;19.2;7.7
18;2021-04-13;1785;470;58695;23251;19.8;7.8
18;2021-04-14;1378;518;60073;23769;20.3;8.0
18;2021-04-15;1532;534;61605;24303;20.8;8.2
18;2021-04-16;1614;594;63219;24897;21.3;8.4
18;2021-04-17;1599;524;64818;25421;21.9;8.6
18;2021-04-18;377;232;65195;25653;22.0;8.7
18;2021-04-19;1317;594;66512;26247;22.4;8.9
18;2021-04-20;1445;716;67957;26963;22.9;9.1
18;2021-04-21;1270;910;69227;27873;23.4;9.4
18;2021-04-22;1403;705;70630;28578;23.8;9.6
18;2021-04-23;1387;738;72017;29316;24.3;9.9
18;2021-04-24;1355;1274;73372;30590;24.8;10.3
18;2021-04-25;287;217;73659;30807;24.9;10.4
18;2021-04-26;1205;957;74864;31764;25.3;10.7
18;2021-04-27;1544;766;76408;32530;25.8;11.0
18;2021-04-28;1358;879;77766;33409;26.2;11.3
18;2021-04-29;1851;735;79617;34144;26.9;11.5
18;2021-04-30;1569;999;81186;35143;27.4;11.9
18;2021-05-01;788;212;81974;35355;27.7;11.9
18;2021-05-02;806;61;82780;35416;27.9;11.9
18;2021-05-03;1627;1014;84407;36430;28.5;12.3
18;2021-05-04;1729;1287;86136;37717;29.1;12.7
18;2021-05-05;1736;1217;87872;38934;29.6;13.1
18;2021-05-06;2162;1368;90034;40302;30.4;13.6
18;2021-05-07;1234;1404;91268;41706;30.8;14.1
18;2021-05-08;994;1471;92262;43177;31.1;14.6
18;2021-05-09;500;2261;92762;45438;31.3;15.3
18;2021-05-10;1157;1509;93919;46947;31.7;15.8
18;2021-05-11;1696;1752;95615;48699;32.3;16.4
18;2021-05-12;1806;1497;97421;50196;32.9;16.9
18;2021-05-13;1061;370;98482;50566;33.2;17.1
18;2021-05-14;1345;942;99827;51508;33.7;17.4
18;2021-05-15;1809;1164;101636;52672;34.3;17.8
18;2021-05-16;537;581;102173;53253;34.5;18.0
18;2021-05-17;1245;1091;103418;54344;34.9;18.3
18;2021-05-18;2146;934;105564;55278;35.6;18.6
18;2021-05-19;2162;920;107726;56198;36.3;19.0
18;2021-05-20;2276;983;110002;57181;37.1;19.3
18;2021-05-21;1495;765;111497;57946;37.6;19.5
18;2021-05-22;1724;1075;113221;59021;38.2;19.9
18;2021-05-23;486;336;113707;59357;38.4;20.0
18;2021-05-24;461;293;114168;59650;38.5;20.1
18;2021-05-25;1841;1061;116009;60711;39.1;20.5
18;2021-05-26;2153;846;118162;61557;39.9;20.8
18;2021-05-27;2209;1231;120371;62788;40.6;21.2
18;2021-05-28;1712;1308;122083;64096;41.2;21.6
18;2021-05-29;2621;1663;124704;65759;42.1;22.2
18;2021-05-30;1482;504;126186;66263;42.6;22.4
18;2021-05-31;1786;694;127972;66957;43.2;22.6
18;2021-06-01;2040;947;130012;67904;43.9;22.9
18;2021-06-02;2010;1018;132022;68922;44.5;23.3
18;2021-06-03;2283;1202;134305;70124;45.3;23.7
18;2021-06-04;1912;1123;136217;71247;46.0;24.0
18;2021-06-05;2800;1450;139017;72697;46.9;24.5
18;2021-06-06;364;381;139381;73078;47.0;24.7
18;2021-06-07;1294;1232;140675;74310;47.5;25.1
18;2021-06-08;1490;1394;142165;75704;48.0;25.5
18;2021-06-09;1330;1068;143495;76772;48.4;25.9
18;2021-06-10;1631;1410;145126;78182;49.0;26.4
18;2021-06-11;1496;1404;146622;79586;49.5;26.9
18;2021-06-12;1245;2510;147867;82096;49.9;27.7
18;2021-06-13;126;263;147993;82359;49.9;27.8
18;2021-06-14;656;1828;148649;84187;50.2;28.4
18;2021-06-15;1093;1823;149742;86010;50.5;29.0
18;2021-06-16;1255;1441;150997;87451;50.9;29.5
18;2021-06-17;1205;1670;152202;89121;51.3;30.1
18;2021-06-18;1290;1667;153492;90788;51.8;30.6
18;2021-06-19;1564;1251;155056;92039;52.3;31.1
18;2021-06-20;246;159;155302;92198;52.4;31.1
18;2021-06-21;665;1601;155967;93799;52.6;31.6
18;2021-06-22;1068;1645;157035;95444;53.0;32.2
18;2021-06-23;944;1642;157979;97086;53.3;32.8
18;2021-06-24;1033;1062;159012;98148;53.6;33.1
18;2021-06-25;892;1746;159904;99894;53.9;33.7
18;2021-06-26;1097;1474;161001;101368;54.3;34.2
18;2021-06-27;31;372;161032;101740;54.3;34.3
18;2021-06-28;422;1922;161454;103662;54.5;35.0
18;2021-06-29;597;2379;162051;106041;54.7;35.8
18;2021-06-30;600;2543;162651;108584;54.9;36.6
18;2021-07-01;964;2157;163615;110741;55.2;37.4
18;2021-07-02;614;1685;164229;112426;55.4;37.9
18;2021-07-03;754;2574;164983;115000;55.7;38.8
18;2021-07-04;164;1032;165147;116032;55.7;39.1
18;2021-07-05;765;1877;165912;117909;56.0;39.8
18;2021-07-06;559;2301;166471;120210;56.2;40.6
18;2021-07-07;766;2115;167237;122325;56.4;41.3
18;2021-07-08;1031;1984;168268;124309;56.8;41.9
