COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;200023240;CC Pays de Nemours;CHAR;9
CODGEO;Code géographique;Code géographique;200023299;CC Cœur de Tarentaise;CHAR;9
CODGEO;Code géographique;Code géographique;200023307;CA du Grand Villeneuvois;CHAR;9
CODGEO;Code géographique;Code géographique;200023372;CC de la Vallée de Chamonix-Mont-Blanc;CHAR;9
CODGEO;Code géographique;Code géographique;200023414;Métropole Rouen Normandie;CHAR;9
CODGEO;Code géographique;Code géographique;200023620;CC de la Gascogne Toulousaine;CHAR;9
CODGEO;Code géographique;Code géographique;200023737;CA du Grand Cahors;CHAR;9
CODGEO;Code géographique;Code géographique;200023778;CC du Pays de Saint-Gilles-Croix-de-Vie;CHAR;9
CODGEO;Code géographique;Code géographique;200023794;CC de Blaye;CHAR;9
CODGEO;Code géographique;Code géographique;200023919;CC Gâtinais Val de Loing;CHAR;9
CODGEO;Code géographique;Code géographique;200026573;CC Haut-Jura Saint-Claude;CHAR;9
CODGEO;Code géographique;Code géographique;200027027;CC Arc Sud Bretagne;CHAR;9
CODGEO;Code géographique;Code géographique;200027076;CC Arnon Boischaut Cher;CHAR;9
CODGEO;Code géographique;Code géographique;200027100;CC Méditerranée Porte des Maures;CHAR;9
CODGEO;Code géographique;Code géographique;200027183;CU Perpignan Méditerranée Métropole;CHAR;9
CODGEO;Code géographique;Code géographique;200027217;CC Sarlat-Périgord Noir;CHAR;9
CODGEO;Code géographique;Code géographique;200027308;CC d'Auberive Vingeanne et Montsaugeonnais;CHAR;9
CODGEO;Code géographique;Code géographique;200029734;CC des 4B Sud Charente;CHAR;9
CODGEO;Code géographique;Code géographique;200029999;CC Rives de l'Ain - Pays du Cerdon;CHAR;9
CODGEO;Code géographique;Code géographique;200030195;Métropole Nice Côte d'Azur;CHAR;9
CODGEO;Code géographique;Code géographique;200030385;CA de Blois Agglopolys;CHAR;9
CODGEO;Code géographique;Code géographique;200030435;CC d'Aire-sur-l'Adour;CHAR;9
CODGEO;Code géographique;Code géographique;200030526;CC du Ried de Marckolsheim;CHAR;9
CODGEO;Code géographique;Code géographique;200030633;CA du Caudrésis et du Catésis;CHAR;9
CODGEO;Code géographique;Code géographique;200030658;CC du Trièves;CHAR;9
CODGEO;Code géographique;Code géographique;200030674;CA Val de Garonne Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200032514;CC Berry-Loire-Vauvise;CHAR;9
CODGEO;Code géographique;Code géographique;200033025;CA de Bar-le-Duc - Sud Meuse;CHAR;9
CODGEO;Code géographique;Code géographique;200033090;CC Plaines et Monts de France;CHAR;9
CODGEO;Code géographique;Code géographique;200033116;CC Cluses-Arve et Montagnes;CHAR;9
CODGEO;Code géographique;Code géographique;200033173;CC de la Haute Vallée de Chevreuse;CHAR;9
CODGEO;Code géographique;Code géographique;200033181;CA Chartres Métropole;CHAR;9
CODGEO;Code géographique;Code géographique;200033298;CC des Coëvrons;CHAR;9
CODGEO;Code géographique;Code géographique;200033579;CU d'Arras;CHAR;9
CODGEO;Code géographique;Code géographique;200033827;CC de Fium'orbu Castellu;CHAR;9
CODGEO;Code géographique;Code géographique;200033868;CC des Ballons des Hautes-Vosges;CHAR;9
CODGEO;Code géographique;Code géographique;200034023;CC Tarn-Agout;CHAR;9
CODGEO;Code géographique;Code géographique;200034031;CC des Monts d'Alban et du Villefranchois;CHAR;9
CODGEO;Code géographique;Code géographique;200034049;CC Centre Tarn;CHAR;9
CODGEO;Code géographique;Code géographique;200034056;CC du Lautrécois et du Pays d'Agout;CHAR;9
CODGEO;Code géographique;Code géographique;200034064;CC du Cordais et du Causse (4 C);CHAR;9
CODGEO;Code géographique;Code géographique;200034098;CC des Montagnes du Giffre;CHAR;9
CODGEO;Code géographique;Code géographique;200034130;CC Gally Mauldre;CHAR;9
CODGEO;Code géographique;Code géographique;200034197;CC de Montaigne Montravel et Gurson;CHAR;9
CODGEO;Code géographique;Code géographique;200034205;CC de la Costa Verde;CHAR;9
CODGEO;Code géographique;Code géographique;200034270;CC du Pays de Barr;CHAR;9
CODGEO;Code géographique;Code géographique;200034379;CC Pays d'Uzès;CHAR;9
CODGEO;Code géographique;Code géographique;200034411;CC du Piémont Cévenol;CHAR;9
CODGEO;Code géographique;Code géographique;200034601;CC Causses Aigoual Cévennes;CHAR;9
CODGEO;Code géographique;Code géographique;200034635;CC du Kochersberg;CHAR;9
CODGEO;Code géographique;Code géographique;200034692;CA du Gard Rhodanien;CHAR;9
CODGEO;Code géographique;Code géographique;200034700;CA Durance-Lubéron-Verdon Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200034718;CC de Vitry, Champagne et Der;CHAR;9
CODGEO;Code géographique;Code géographique;200034726;CC Bastides de Lomagne;CHAR;9
CODGEO;Code géographique;Code géographique;200034825;CA du Grand Guéret;CHAR;9
CODGEO;Code géographique;Code géographique;200034833;CC des Bastides Dordogne-Périgord;CHAR;9
CODGEO;Code géographique;Code géographique;200034874;CC Côtes de Meuse Woëvre;CHAR;9
CODGEO;Code géographique;Code géographique;200034882;CC Pays du Mont-Blanc;CHAR;9
CODGEO;Code géographique;Code géographique;200034957;CC du Frontonnais;CHAR;9
CODGEO;Code géographique;Code géographique;200035087;CA Terre de Provence;CHAR;9
CODGEO;Code géographique;Code géographique;200035103;CC de la Vallée de la Haute-Sarthe;CHAR;9
CODGEO;Code géographique;Code géographique;200035111;CC des Sources de l'Orne;CHAR;9
CODGEO;Code géographique;Code géographique;200035129;CC de Cèze Cévennes;CHAR;9
CODGEO;Code géographique;Code géographique;200035137;CC Marche Occitane - Val d'Anglin;CHAR;9
CODGEO;Code géographique;Code géographique;200035202;CC Charlieu-Belmont;CHAR;9
CODGEO;Code géographique;Code géographique;200035319;CA Var Estérel Méditerranée (Cavem);CHAR;9
CODGEO;Code géographique;Code géographique;200035327;CC Cazals-Salviac;CHAR;9
CODGEO;Code géographique;Code géographique;200035442;CC du Sud-Artois;CHAR;9
CODGEO;Code géographique;Code géographique;200035459;CA d'Agen;CHAR;9
CODGEO;Code géographique;Code géographique;200035533;CC du Grand Saint-Émilionnais;CHAR;9
CODGEO;Code géographique;Code géographique;200035541;CC des Landes d'Armagnac;CHAR;9
CODGEO;Code géographique;Code géographique;200035632;CC Armagnac Adour;CHAR;9
CODGEO;Code géographique;Code géographique;200035707;CC Piège Lauragais Malepère;CHAR;9
CODGEO;Code géographique;Code géographique;200035715;CA Carcassonne Agglo;CHAR;9
CODGEO;Code géographique;Code géographique;200035723;CC Ventoux Sud;CHAR;9
CODGEO;Code géographique;Code géographique;200035731;CA Roannais Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200035756;CC Astarac Arros en Gascogne;CHAR;9
CODGEO;Code géographique;Code géographique;200035764;CC de la Beauce Loirétaine;CHAR;9
CODGEO;Code géographique;Code géographique;200035772;CC du Pays du Saintois;CHAR;9
CODGEO;Code géographique;Code géographique;200035814;CA Flers Agglo;CHAR;9
CODGEO;Code géographique;Code géographique;200035848;CC du Châtillonnais en Berry;CHAR;9
CODGEO;Code géographique;Code géographique;200035855;CC Castelnaudary Lauragais Audois;CHAR;9
CODGEO;Code géographique;Code géographique;200035863;CC Région Lézignanaise, Corbières et Minervois;CHAR;9
CODGEO;Code géographique;Code géographique;200035970;CC Vexin Centre;CHAR;9
CODGEO;Code géographique;Code géographique;200036069;CC du Pays de Mortagne-au-Perche;CHAR;9
CODGEO;Code géographique;Code géographique;200036077;CC du Golfe de Saint-Tropez;CHAR;9
CODGEO;Code géographique;Code géographique;200036135;CC Cœur de France;CHAR;9
CODGEO;Code géographique;Code géographique;200036150;CC des Hauts du Val de Saône;CHAR;9
CODGEO;Code géographique;Code géographique;200036465;CC de Thann-Cernay;CHAR;9
CODGEO;Code géographique;Code géographique;200036473;CA de Saintes;CHAR;9
CODGEO;Code géographique;Code géographique;200036499;CC de Marana-Golo;CHAR;9
CODGEO;Code géographique;Code géographique;200036523;CC des Bastides en Haut-Agenais Périgord;CHAR;9
CODGEO;Code géographique;Code géographique;200036549;CC Val de Gray;CHAR;9
CODGEO;Code géographique;Code géographique;200036572;CC Porte d'Aquitaine en Pays de Serres;CHAR;9
CODGEO;Code géographique;Code géographique;200037059;CC de la Haute-Somme;CHAR;9
CODGEO;Code géographique;Code géographique;200037133;CC du Provinois;CHAR;9
CODGEO;Code géographique;Code géographique;200038958;CC de la Pieve de l'Ornano et du Taravo;CHAR;9
CODGEO;Code géographique;Code géographique;200038990;CC de Saint-Méen Montauban;CHAR;9
CODGEO;Code géographique;Code géographique;200039022;CA Vitré Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200039055;CC Ouche et Montagne;CHAR;9
CODGEO;Code géographique;Code géographique;200039063;CC Forêts, Seine et Suzon;CHAR;9
CODGEO;Code géographique;Code géographique;200039204;CC de Lacq-Orthez;CHAR;9
CODGEO;Code géographique;Code géographique;200039519;CC du Quercy Blanc;CHAR;9
CODGEO;Code géographique;Code géographique;200039642;CC Le Tonnerrois en Bourgogne;CHAR;9
CODGEO;Code géographique;Code géographique;200039709;CC du Serein;CHAR;9
CODGEO;Code géographique;Code géographique;200039758;CC Avallon, Vézelay, Morvan;CHAR;9
CODGEO;Code géographique;Code géographique;200039808;CC des Gorges de l'Ardèche;CHAR;9
CODGEO;Code géographique;Code géographique;200039824;CC Ardèche des Sources et Volcans;CHAR;9
CODGEO;Code géographique;Code géographique;200039832;CC Pays des Vans en Cévennes;CHAR;9
CODGEO;Code géographique;Code géographique;200039857;CA du Pays de Grasse;CHAR;9
CODGEO;Code géographique;Code géographique;200039865;Metz Métropole;CHAR;9
CODGEO;Code géographique;Code géographique;200039907;CC du Sud Messin;CHAR;9
CODGEO;Code géographique;Code géographique;200039915;CA Cannes Pays de Lérins;CHAR;9
CODGEO;Code géographique;Code géographique;200039931;CC Alpes d'Azur;CHAR;9
CODGEO;Code géographique;Code géographique;200039949;CC Rives de Moselle;CHAR;9
CODGEO;Code géographique;Code géographique;200040038;CC Saône Doubs Bresse;CHAR;9
CODGEO;Code géographique;Code géographique;200040095;CC Isle Vern Salembre en Périgord;CHAR;9
CODGEO;Code géographique;Code géographique;200040111;CC Cœur de Chartreuse;CHAR;9
CODGEO;Code géographique;Code géographique;200040137;CC des Lacs de Champagne;CHAR;9
CODGEO;Code géographique;Code géographique;200040178;CC de l'Outre-Forêt;CHAR;9
CODGEO;Code géographique;Code géographique;200040202;CC Provence Verdon;CHAR;9
CODGEO;Code géographique;Code géographique;200040210;CC Lacs et Gorges du Verdon;CHAR;9
CODGEO;Code géographique;Code géographique;200040244;CA du Bocage Bressuirais;CHAR;9
CODGEO;Code géographique;Code géographique;200040251;CC Bassée-Montois;CHAR;9
CODGEO;Code géographique;Code géographique;200040277;CA du Pays de Dreux;CHAR;9
CODGEO;Code géographique;Code géographique;200040293;CC du Clunisois;CHAR;9
CODGEO;Code géographique;Code géographique;200040350;CC Bugey Sud;CHAR;9
CODGEO;Code géographique;Code géographique;200040384;CC Isle Double Landais;CHAR;9
CODGEO;Code géographique;Code géographique;200040392;CA Le Grand Périgueux;CHAR;9
CODGEO;Code géographique;Code géographique;200040400;CC du Périgord Ribéracois;CHAR;9
CODGEO;Code géographique;Code géographique;200040418;CC du Pays de Serres en Quercy;CHAR;9
CODGEO;Code géographique;Code géographique;200040426;CC du Val de l'Oise;CHAR;9
CODGEO;Code géographique;Code géographique;200040442;CA Luberon Monts de Vaucluse;CHAR;9
CODGEO;Code géographique;Code géographique;200040459;CA Montélimar Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200040475;CC Loué - Brûlon - Noyen;CHAR;9
CODGEO;Code géographique;Code géographique;200040491;CC Porte de Drômardèche;CHAR;9
CODGEO;Code géographique;Code géographique;200040509;CC du Crestois et de Pays de Saillans Cœur de Drôme;CHAR;9
CODGEO;Code géographique;Code géographique;200040558;CC Écueillé-Valençay;CHAR;9
CODGEO;Code géographique;Code géographique;200040566;CA de l'Ouest Rhodanien;CHAR;9
CODGEO;Code géographique;Code géographique;200040574;CC Beaujolais Pierres Dorées;CHAR;9
CODGEO;Code géographique;Code géographique;200040590;CA Villefranche Beaujolais Saône;CHAR;9
CODGEO;Code géographique;Code géographique;200040624;CC Pays d'Apt-Luberon;CHAR;9
CODGEO;Code géographique;Code géographique;200040657;CC de la Matheysine;CHAR;9
CODGEO;Code géographique;Code géographique;200040681;CC Enclave des Papes-Pays de Grignan;CHAR;9
CODGEO;Code géographique;Code géographique;200040715;Grenoble-Alpes-Métropole;CHAR;9
CODGEO;Code géographique;Code géographique;200040764;CC du Sud Corse;CHAR;9
CODGEO;Code géographique;Code géographique;200040772;CC du Perche et Haut Vendômois;CHAR;9
CODGEO;Code géographique;Code géographique;200040798;CC Val Vanoise;CHAR;9
CODGEO;Code géographique;Code géographique;200040814;CC Briance Sud Haute Vienne;CHAR;9
CODGEO;Code géographique;Code géographique;200040830;CC du Pays de Fénelon;CHAR;9
CODGEO;Code géographique;Code géographique;200040889;CC de Portes Sud Périgord;CHAR;9
CODGEO;Code géographique;Code géographique;200040905;CC Carmausin-Ségala;CHAR;9
CODGEO;Code géographique;Code géographique;200040947;CC de Flandre Intérieure;CHAR;9
CODGEO;Code géographique;Code géographique;200040954;CC des Hauts de Flandre;CHAR;9
CODGEO;Code géographique;Code géographique;200041010;CC Cœur de Savoie;CHAR;9
CODGEO;Code géographique;Code géographique;200041051;CC Vallée de la Dordogne et Forêt Bessède;CHAR;9
CODGEO;Code géographique;Code géographique;200041150;CC du Terrassonnais en Périgord Noir Thenon Hautefort;CHAR;9
CODGEO;Code géographique;Code géographique;200041168;CC de la Vallée de l'Homme;CHAR;9
CODGEO;Code géographique;Code géographique;200041283;CC de la Plaine du Rhin;CHAR;9
CODGEO;Code géographique;Code géographique;200041317;CA du Niortais;CHAR;9
CODGEO;Code géographique;Code géographique;200041325;CC du Pays Rhénan;CHAR;9
CODGEO;Code géographique;Code géographique;200041333;CC de Parthenay-Gâtine;CHAR;9
CODGEO;Code géographique;Code géographique;200041366;CC Rhône Crussol;CHAR;9
CODGEO;Code géographique;Code géographique;200041416;CC Airvaudais-Val du Thouet;CHAR;9
CODGEO;Code géographique;Code géographique;200041440;CC de Domme-Villefranche du Périgord;CHAR;9
CODGEO;Code géographique;Code géographique;200041465;CC Val Eyrieux;CHAR;9
CODGEO;Code géographique;Code géographique;200041499;CC Aunis Atlantique;CHAR;9
CODGEO;Code géographique;Code géographique;200041515;CC du Bassin de Pont-à-Mousson;CHAR;9
CODGEO;Code géographique;Code géographique;200041523;CC de la Haute-Saintonge;CHAR;9
CODGEO;Code géographique;Code géographique;200041556;CC Portes de la Creuse en Marche;CHAR;9
CODGEO;Code géographique;Code géographique;200041572;CC Dronne et Belle;CHAR;9
CODGEO;Code géographique;Code géographique;200041614;CC Aunis Sud;CHAR;9
CODGEO;Code géographique;Code géographique;200041622;CC Ardennes Thiérache;CHAR;9
CODGEO;Code géographique;Code géographique;200041630;CA Ardenne Métropole;CHAR;9
CODGEO;Code géographique;Code géographique;200041689;CC des Vals de Saintonge Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200041721;CC de la Haute Comté;CHAR;9
CODGEO;Code géographique;Code géographique;200041762;CA Rochefort Océan;CHAR;9
CODGEO;Code géographique;Code géographique;200041788;CA du Pays Nord Martinique;CHAR;9
CODGEO;Code géographique;Code géographique;200041853;CC du Pays de Montbozon et du Chanois;CHAR;9
CODGEO;Code géographique;Code géographique;200041861;CC du Triangle Vert;CHAR;9
CODGEO;Code géographique;Code géographique;200041879;CC Terres de Saône;CHAR;9
CODGEO;Code géographique;Code géographique;200041887;CC du Val Marnaysien;CHAR;9
CODGEO;Code géographique;Code géographique;200041960;CC Pévèle-Carembault;CHAR;9
CODGEO;Code géographique;Code géographique;200041994;CC Haut Val de Sèvre;CHAR;9
CODGEO;Code géographique;Code géographique;200042000;CC Bruyères-Vallons des Vosges;CHAR;9
CODGEO;Code géographique;Code géographique;200042174;CA Lorient Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200042182;CC du Mont des Avaloirs;CHAR;9
CODGEO;Code géographique;Code géographique;200042190;CA de la Porte du Hainaut;CHAR;9
CODGEO;Code géographique;Code géographique;200042372;CC des Coteaux Arrats Gimone;CHAR;9
CODGEO;Code géographique;Code géographique;200042414;CC Bresse Revermont 71;CHAR;9
CODGEO;Code géographique;Code géographique;200042463;CC de la Montagne Noire;CHAR;9
CODGEO;Code géographique;Code géographique;200042497;CC Dombes Saône Vallée;CHAR;9
CODGEO;Code géographique;Code géographique;200042604;CC de Granville, Terre et Mer;CHAR;9
CODGEO;Code géographique;Code géographique;200042620;CC de la Région de Suippes;CHAR;9
CODGEO;Code géographique;Code géographique;200042646;CC Grand Orb;CHAR;9
CODGEO;Code géographique;Code géographique;200042653;CC Sud-Hérault;CHAR;9
CODGEO;Code géographique;Code géographique;200042703;CC de l'Argonne Champenoise;CHAR;9
CODGEO;Code géographique;Code géographique;200042729;CC de la Baie du Cotentin;CHAR;9
CODGEO;Code géographique;Code géographique;200042901;CC Drôme Sud Provence;CHAR;9
CODGEO;Code géographique;Code géographique;200042935;CA Haut - Bugey Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200042943;CC du Cap Corse;CHAR;9
CODGEO;Code géographique;Code géographique;200042992;CC Perthois-Bocage et Der;CHAR;9
CODGEO;Code géographique;Code géographique;200043016;CC Val de Charente;CHAR;9
CODGEO;Code géographique;Code géographique;200043065;CC du Val d'Amboise;CHAR;9
CODGEO;Code géographique;Code géographique;200043081;CC Chinon, Vienne et Loire;CHAR;9
CODGEO;Code géographique;Code géographique;200043123;CC Auray Quiberon Terre Atlantique;CHAR;9
CODGEO;Code géographique;Code géographique;200043156;CC du Pays Rethélois;CHAR;9
CODGEO;Code géographique;Code géographique;200043172;CA du Bassin de Brive;CHAR;9
CODGEO;Code géographique;Code géographique;200043263;CC Cœur de l'Avesnois;CHAR;9
CODGEO;Code géographique;Code géographique;200043321;CC du Pays de Mormal;CHAR;9
CODGEO;Code géographique;Code géographique;200043354;CC de Villedieu Intercom;CHAR;9
CODGEO;Code géographique;Code géographique;200043396;CA Maubeuge Val de Sambre;CHAR;9
CODGEO;Code géographique;Code géographique;200043404;CC du Sud Avesnois;CHAR;9
CODGEO;Code géographique;Code géographique;200043438;CC de la Moivre à la Coole;CHAR;9
CODGEO;Code géographique;Code géographique;200043495;CA du Pays de Laon;CHAR;9
CODGEO;Code géographique;Code géographique;200043602;CC des Albères, de la Côte Vermeille et de l'Illibéris;CHAR;9
CODGEO;Code géographique;Code géographique;200043628;CC des Vallées du Clain;CHAR;9
CODGEO;Code géographique;Code géographique;200043693;CC Terre Lorraine du Longuyonnais;CHAR;9
CODGEO;Code géographique;Code géographique;200043776;CC Pyrénées Audoises;CHAR;9
CODGEO;Code géographique;Code géographique;200043974;CC du Sud Gironde;CHAR;9
CODGEO;Code géographique;Code géographique;200043982;CC du Bazadais;CHAR;9
CODGEO;Code géographique;Code géographique;200043990;CC Vallons de Haute-Bretagne Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200044014;CC Creuse Grand Sud;CHAR;9
CODGEO;Code géographique;Code géographique;200044030;CC des Sept Vallées;CHAR;9
CODGEO;Code géographique;Code géographique;200044048;CC Osartis Marquion;CHAR;9
CODGEO;Code géographique;Code géographique;200044253;CC du Bassin de Joinville en Champagne;CHAR;9
CODGEO;Code géographique;Code géographique;200044394;CC du Réolais en Sud Gironde;CHAR;9
CODGEO;Code géographique;Code géographique;200044469;CC du Pays de Mirepoix;CHAR;9
CODGEO;Code géographique;Code géographique;200044618;CA Douaisis Agglo;CHAR;9
CODGEO;Code géographique;Code géographique;200046977;Métropole de Lyon;CHAR;9
CODGEO;Code géographique;Code géographique;200048551;CC du Pays de Craon;CHAR;9
CODGEO;Code géographique;Code géographique;200049187;CA du Grand Verdun;CHAR;9
CODGEO;Code géographique;Code géographique;200049211;CC Conflent-Canigó;CHAR;9
CODGEO;Code géographique;Code géographique;200049484;CC Berry Grand Sud;CHAR;9
CODGEO;Code géographique;Code géographique;200054781;Métropole du Grand Paris;CHAR;9
CODGEO;Code géographique;Code géographique;200054807;Métropole d'Aix-Marseille-Provence;CHAR;9
CODGEO;Code géographique;Code géographique;200055481;CC Beauce Val de Loire;CHAR;9
CODGEO;Code géographique;Code géographique;200055655;CA Roissy Pays de France;CHAR;9
CODGEO;Code géographique;Code géographique;200055887;CC Mayenne Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200056232;CA Communauté Paris-Saclay;CHAR;9
CODGEO;Code géographique;Code géographique;200056380;CA Plaine Vallée;CHAR;9
CODGEO;Code géographique;Code géographique;200057859;CA Cœur d'Essonne Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200057958;CA Paris - Vallée de la Marne;CHAR;9
CODGEO;Code géographique;Code géographique;200058360;CC Entre Beauce et Perche;CHAR;9
CODGEO;Code géographique;Code géographique;200058477;CA Val d'Yerres Val de Seine;CHAR;9
CODGEO;Code géographique;Code géographique;200058485;CA Val Parisis;CHAR;9
CODGEO;Code géographique;Code géographique;200058519;CA Saint-Germain Boucles de Seine;CHAR;9
CODGEO;Code géographique;Code géographique;200058782;CA de Saint-Quentin-en-Yvelines;CHAR;9
CODGEO;Code géographique;Code géographique;200059228;CA Grand Paris Sud Seine Essonne Sénart;CHAR;9
CODGEO;Code géographique;Code géographique;200059392;CC Bièvre Isère;CHAR;9
CODGEO;Code géographique;Code géographique;200059400;CC Porte Océane du Limousin;CHAR;9
CODGEO;Code géographique;Code géographique;200059889;CU Grand Paris Seine et Oise;CHAR;9
CODGEO;Code géographique;Code géographique;200060010;CA Mauges Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200065563;CC Normandie-Cabourg-Pays d'Auge;CHAR;9
