first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
2021-01-10,2021-01-16,75-79,לא ידוע,<15,0.0,0.0
2021-01-10,2021-01-16,75-79,נקבה,5039,377.0,15.0
2021-01-10,2021-01-16,80+,זכר,7456,506.0,112.0
2021-01-10,2021-01-16,80+,לא ידוע,<15,0.0,0.0
2021-01-10,2021-01-16,80+,נקבה,16370,767.0,82.0
2021-01-10,2021-01-16,NULL,זכר,2836,161.0,0.0
2021-01-10,2021-01-16,NULL,לא ידוע,383,36.0,0.0
2021-01-10,2021-01-16,NULL,נקבה,2302,169.0,0.0
2021-01-17,2021-01-23,0-19,זכר,79361,9863.0,0.0
2021-01-17,2021-01-23,0-19,לא ידוע,194,21.0,0.0
2021-01-17,2021-01-23,0-19,נקבה,78464,10178.0,0.0
2021-01-17,2021-01-23,20-24,זכר,23293,2110.0,0.0
2021-01-17,2021-01-23,20-24,לא ידוע,26,<15,0.0
2021-01-17,2021-01-23,20-24,נקבה,26897,2687.0,0.0
2021-01-17,2021-01-23,25-29,זכר,18932,1728.0,<15
2021-01-17,2021-01-23,25-29,לא ידוע,33,0.0,0.0
2021-01-17,2021-01-23,25-29,נקבה,23105,2090.0,0.0
2021-01-17,2021-01-23,30-34,זכר,19174,1523.0,0.0
2021-01-17,2021-01-23,30-34,לא ידוע,30,<15,0.0
2021-01-17,2021-01-23,30-34,נקבה,22327,1814.0,<15
2021-01-17,2021-01-23,35-39,זכר,17969,1449.0,0.0
2021-01-17,2021-01-23,35-39,לא ידוע,27,<15,0.0
2021-01-17,2021-01-23,35-39,נקבה,20994,1750.0,<15
2021-01-17,2021-01-23,40-44,זכר,16711,1334.0,<15
2021-01-17,2021-01-23,40-44,לא ידוע,25,<15,0.0
2021-01-17,2021-01-23,40-44,נקבה,20555,1510.0,<15
2021-01-17,2021-01-23,45-49,זכר,15344,1247.0,<15
2021-01-17,2021-01-23,45-49,לא ידוע,<15,0.0,0.0
2021-01-17,2021-01-23,45-49,נקבה,20047,1446.0,<15
2021-01-17,2021-01-23,50-54,זכר,12931,1029.0,<15
2021-01-17,2021-01-23,50-54,לא ידוע,<15,<15,0.0
2021-01-17,2021-01-23,50-54,נקבה,17295,1182.0,<15
2021-01-17,2021-01-23,55-59,זכר,11108,858.0,<15
2021-01-17,2021-01-23,55-59,לא ידוע,<15,<15,0.0
2021-01-17,2021-01-23,55-59,נקבה,14722,949.0,<15
2021-01-17,2021-01-23,60-64,זכר,9581,709.0,17.0
2021-01-17,2021-01-23,60-64,לא ידוע,<15,<15,0.0
2021-01-17,2021-01-23,60-64,נקבה,12389,707.0,<15
2021-01-17,2021-01-23,65-69,זכר,7479,584.0,22.0
2021-01-17,2021-01-23,65-69,לא ידוע,<15,<15,0.0
2021-01-17,2021-01-23,65-69,נקבה,9196,599.0,16.0
2021-01-17,2021-01-23,70-74,זכר,5520,373.0,34.0
2021-01-17,2021-01-23,70-74,לא ידוע,<15,0.0,0.0
2021-01-17,2021-01-23,70-74,נקבה,7144,424.0,20.0
2021-01-17,2021-01-23,75-79,זכר,3111,223.0,25.0
2021-01-17,2021-01-23,75-79,לא ידוע,<15,<15,0.0
2021-01-17,2021-01-23,75-79,נקבה,4310,270.0,18.0
2021-01-17,2021-01-23,80+,זכר,6333,370.0,94.0
2021-01-17,2021-01-23,80+,לא ידוע,<15,<15,0.0
2021-01-17,2021-01-23,80+,נקבה,14180,653.0,85.0
2021-01-17,2021-01-23,NULL,זכר,2328,142.0,0.0
2021-01-17,2021-01-23,NULL,לא ידוע,291,25.0,0.0
2021-01-17,2021-01-23,NULL,נקבה,2007,170.0,0.0
2021-01-24,2021-01-30,0-19,זכר,72998,9324.0,<15
2021-01-24,2021-01-30,0-19,לא ידוע,213,30.0,0.0
2021-01-24,2021-01-30,0-19,נקבה,72185,9590.0,0.0
2021-01-24,2021-01-30,20-24,זכר,21991,2151.0,<15
2021-01-24,2021-01-30,20-24,לא ידוע,16,0.0,0.0
2021-01-24,2021-01-30,20-24,נקבה,24880,2541.0,0.0
2021-01-24,2021-01-30,25-29,זכר,17803,1660.0,0.0
2021-01-24,2021-01-30,25-29,לא ידוע,30,0.0,0.0
2021-01-24,2021-01-30,25-29,נקבה,21182,1989.0,0.0
2021-01-24,2021-01-30,30-34,זכר,17319,1477.0,0.0
2021-01-24,2021-01-30,30-34,לא ידוע,70,<15,0.0
2021-01-24,2021-01-30,30-34,נקבה,19962,1599.0,0.0
2021-01-24,2021-01-30,35-39,זכר,15411,1344.0,0.0
2021-01-24,2021-01-30,35-39,לא ידוע,33,<15,0.0
2021-01-24,2021-01-30,35-39,נקבה,18498,1450.0,<15
2021-01-24,2021-01-30,40-44,זכר,13840,1163.0,<15
2021-01-24,2021-01-30,40-44,לא ידוע,42,<15,0.0
2021-01-24,2021-01-30,40-44,נקבה,17943,1396.0,0.0
2021-01-24,2021-01-30,45-49,זכר,13227,1148.0,<15
2021-01-24,2021-01-30,45-49,לא ידוע,31,<15,0.0
2021-01-24,2021-01-30,45-49,נקבה,17639,1301.0,0.0
2021-01-24,2021-01-30,50-54,זכר,11111,894.0,<15
2021-01-24,2021-01-30,50-54,לא ידוע,18,<15,0.0
2021-01-24,2021-01-30,50-54,נקבה,15438,1040.0,<15
2021-01-24,2021-01-30,55-59,זכר,9339,754.0,<15
2021-01-24,2021-01-30,55-59,לא ידוע,<15,<15,0.0
2021-01-24,2021-01-30,55-59,נקבה,13202,851.0,<15
2021-01-24,2021-01-30,60-64,זכר,7617,565.0,21.0
2021-01-24,2021-01-30,60-64,לא ידוע,<15,0.0,0.0
2021-01-24,2021-01-30,60-64,נקבה,10704,581.0,<15
2021-01-24,2021-01-30,65-69,זכר,5957,405.0,24.0
2021-01-24,2021-01-30,65-69,לא ידוע,<15,<15,0.0
2021-01-24,2021-01-30,65-69,נקבה,7626,475.0,<15
2021-01-24,2021-01-30,70-74,זכר,4611,292.0,31.0
2021-01-24,2021-01-30,70-74,לא ידוע,<15,0.0,0.0
2021-01-24,2021-01-30,70-74,נקבה,6042,342.0,<15
2021-01-24,2021-01-30,75-79,זכר,2541,163.0,27.0
2021-01-24,2021-01-30,75-79,לא ידוע,<15,<15,0.0
2021-01-24,2021-01-30,75-79,נקבה,3512,234.0,21.0
2021-01-24,2021-01-30,80+,זכר,5374,336.0,88.0
2021-01-24,2021-01-30,80+,לא ידוע,<15,0.0,0.0
2021-01-24,2021-01-30,80+,נקבה,11144,502.0,106.0
2021-01-24,2021-01-30,NULL,זכר,2310,181.0,0.0
2021-01-24,2021-01-30,NULL,לא ידוע,203,23.0,0.0
2021-01-24,2021-01-30,NULL,נקבה,1670,130.0,0.0
2021-01-31,2021-02-06,0-19,זכר,80808,9709.0,0.0
2021-01-31,2021-02-06,0-19,לא ידוע,191,26.0,0.0
2021-01-31,2021-02-06,0-19,נקבה,78662,9686.0,0.0
2021-01-31,2021-02-06,20-24,זכר,25006,2179.0,<15
2021-01-31,2021-02-06,20-24,לא ידוע,53,0.0,0.0
2021-01-31,2021-02-06,20-24,נקבה,27343,2738.0,0.0
2021-01-31,2021-02-06,25-29,זכר,18796,1750.0,<15
2021-01-31,2021-02-06,25-29,לא ידוע,64,<15,0.0
2021-01-31,2021-02-06,25-29,נקבה,22534,2067.0,0.0
2021-01-31,2021-02-06,30-34,זכר,17941,1612.0,0.0
2021-01-31,2021-02-06,30-34,לא ידוע,73,<15,0.0
2021-01-31,2021-02-06,30-34,נקבה,21332,1755.0,<15
2021-01-31,2021-02-06,35-39,זכר,15766,1327.0,<15
2021-01-31,2021-02-06,35-39,לא ידוע,40,0.0,0.0
2021-01-31,2021-02-06,35-39,נקבה,19170,1608.0,0.0
2021-01-31,2021-02-06,40-44,זכר,14430,1192.0,<15
2021-01-31,2021-02-06,40-44,לא ידוע,47,<15,0.0
2021-01-31,2021-02-06,40-44,נקבה,18967,1483.0,<15
2021-01-31,2021-02-06,45-49,זכר,13662,1105.0,<15
2021-01-31,2021-02-06,45-49,לא ידוע,22,<15,0.0
2021-01-31,2021-02-06,45-49,נקבה,18855,1255.0,<15
2021-01-31,2021-02-06,50-54,זכר,11533,951.0,<15
2021-01-31,2021-02-06,50-54,לא ידוע,17,<15,0.0
2021-01-31,2021-02-06,50-54,נקבה,16197,986.0,<15
2021-01-31,2021-02-06,55-59,זכר,9305,691.0,<15
2021-01-31,2021-02-06,55-59,לא ידוע,<15,<15,0.0
2021-01-31,2021-02-06,55-59,נקבה,13190,737.0,<15
2021-01-31,2021-02-06,60-64,זכר,7148,448.0,16.0
2021-01-31,2021-02-06,60-64,לא ידוע,16,0.0,0.0
2021-01-31,2021-02-06,60-64,נקבה,10569,521.0,<15
2021-01-31,2021-02-06,65-69,זכר,5707,330.0,18.0
2021-01-31,2021-02-06,65-69,לא ידוע,<15,<15,0.0
2021-01-31,2021-02-06,65-69,נקבה,7469,353.0,<15
2021-01-31,2021-02-06,70-74,זכר,4290,244.0,31.0
2021-01-31,2021-02-06,70-74,לא ידוע,<15,0.0,0.0
2021-01-31,2021-02-06,70-74,נקבה,5836,280.0,<15
2021-01-31,2021-02-06,75-79,זכר,2566,143.0,19.0
2021-01-31,2021-02-06,75-79,לא ידוע,<15,<15,0.0
2021-01-31,2021-02-06,75-79,נקבה,3422,177.0,<15
2021-01-31,2021-02-06,80+,זכר,4871,253.0,96.0
2021-01-31,2021-02-06,80+,לא ידוע,<15,0.0,0.0
2021-01-31,2021-02-06,80+,נקבה,10316,412.0,100.0
2021-01-31,2021-02-06,NULL,זכר,1503,110.0,0.0
2021-01-31,2021-02-06,NULL,לא ידוע,207,<15,0.0
2021-01-31,2021-02-06,NULL,נקבה,1467,155.0,0.0
2021-02-07,2021-02-13,0-19,זכר,76250,7402.0,0.0
2021-02-07,2021-02-13,0-19,לא ידוע,183,25.0,0.0
2021-02-07,2021-02-13,0-19,נקבה,74926,7682.0,0.0
2021-02-07,2021-02-13,20-24,זכר,21953,1675.0,<15
2021-02-07,2021-02-13,20-24,לא ידוע,72,<15,0.0
2021-02-07,2021-02-13,20-24,נקבה,25125,2101.0,0.0
2021-02-07,2021-02-13,25-29,זכר,17456,1428.0,<15
2021-02-07,2021-02-13,25-29,לא ידוע,78,<15,0.0
2021-02-07,2021-02-13,25-29,נקבה,21373,1729.0,0.0
2021-02-07,2021-02-13,30-34,זכר,16497,1324.0,0.0
2021-02-07,2021-02-13,30-34,לא ידוע,81,0.0,0.0
2021-02-07,2021-02-13,30-34,נקבה,20281,1494.0,<15
2021-02-07,2021-02-13,35-39,זכר,14328,1062.0,<15
2021-02-07,2021-02-13,35-39,לא ידוע,65,<15,0.0
2021-02-07,2021-02-13,35-39,נקבה,18033,1258.0,<15
2021-02-07,2021-02-13,40-44,זכר,12646,938.0,0.0
2021-02-07,2021-02-13,40-44,לא ידוע,52,<15,0.0
2021-02-07,2021-02-13,40-44,נקבה,17344,1066.0,0.0
2021-02-07,2021-02-13,45-49,זכר,11153,830.0,<15
2021-02-07,2021-02-13,45-49,לא ידוע,25,<15,0.0
2021-02-07,2021-02-13,45-49,נקבה,16825,997.0,0.0
2021-02-07,2021-02-13,50-54,זכר,9106,630.0,<15
2021-02-07,2021-02-13,50-54,לא ידוע,17,<15,0.0
2021-02-07,2021-02-13,50-54,נקבה,13854,782.0,0.0
2021-02-07,2021-02-13,55-59,זכר,7238,512.0,<15
2021-02-07,2021-02-13,55-59,לא ידוע,<15,<15,0.0
2021-02-07,2021-02-13,55-59,נקבה,11145,577.0,<15
2021-02-07,2021-02-13,60-64,זכר,5499,310.0,<15
2021-02-07,2021-02-13,60-64,לא ידוע,<15,<15,0.0
2021-02-07,2021-02-13,60-64,נקבה,8947,402.0,<15
2021-02-07,2021-02-13,65-69,זכר,4515,232.0,<15
2021-02-07,2021-02-13,65-69,לא ידוע,<15,<15,0.0
2021-02-07,2021-02-13,65-69,נקבה,6490,280.0,<15
2021-02-07,2021-02-13,70-74,זכר,3469,131.0,15.0
2021-02-07,2021-02-13,70-74,לא ידוע,<15,0.0,0.0
2021-02-07,2021-02-13,70-74,נקבה,5129,191.0,<15
2021-02-07,2021-02-13,75-79,זכר,2065,95.0,24.0
2021-02-07,2021-02-13,75-79,לא ידוע,<15,0.0,0.0
2021-02-07,2021-02-13,75-79,נקבה,3090,147.0,17.0
2021-02-07,2021-02-13,80+,זכר,4331,160.0,58.0
2021-02-07,2021-02-13,80+,לא ידוע,<15,<15,0.0
2021-02-07,2021-02-13,80+,נקבה,9399,298.0,61.0
2021-02-07,2021-02-13,NULL,זכר,1619,94.0,0.0
2021-02-07,2021-02-13,NULL,לא ידוע,103,<15,0.0
2021-02-07,2021-02-13,NULL,נקבה,1308,90.0,0.0
2021-02-14,2021-02-20,0-19,זכר,64449,5053.0,0.0
2021-02-14,2021-02-20,0-19,לא ידוע,416,33.0,0.0
2021-02-14,2021-02-20,0-19,נקבה,65061,5472.0,0.0
2021-02-14,2021-02-20,20-24,זכר,15790,1197.0,0.0
2021-02-14,2021-02-20,20-24,לא ידוע,139,<15,0.0
2021-02-14,2021-02-20,20-24,נקבה,19797,1674.0,0.0
2021-02-14,2021-02-20,25-29,זכר,14479,1091.0,0.0
2021-02-14,2021-02-20,25-29,לא ידוע,122,<15,0.0
2021-02-14,2021-02-20,25-29,נקבה,18291,1400.0,<15
2021-02-14,2021-02-20,30-34,זכר,13805,1034.0,<15
2021-02-14,2021-02-20,30-34,לא ידוע,168,<15,0.0
2021-02-14,2021-02-20,30-34,נקבה,17738,1106.0,0.0
2021-02-14,2021-02-20,35-39,זכר,12173,789.0,0.0
2021-02-14,2021-02-20,35-39,לא ידוע,115,<15,0.0
2021-02-14,2021-02-20,35-39,נקבה,16169,857.0,<15
2021-02-14,2021-02-20,40-44,זכר,10043,604.0,<15
2021-02-14,2021-02-20,40-44,לא ידוע,99,<15,0.0
2021-02-14,2021-02-20,40-44,נקבה,14512,790.0,0.0
2021-02-14,2021-02-20,45-49,זכר,8453,566.0,0.0
2021-02-14,2021-02-20,45-49,לא ידוע,67,<15,0.0
2021-02-14,2021-02-20,45-49,נקבה,13167,698.0,<15
2021-02-14,2021-02-20,50-54,זכר,6500,434.0,<15
2021-02-14,2021-02-20,50-54,לא ידוע,48,<15,0.0
2021-02-14,2021-02-20,50-54,נקבה,10974,532.0,<15
2021-02-14,2021-02-20,55-59,זכר,5407,354.0,<15
2021-02-14,2021-02-20,55-59,לא ידוע,34,<15,0.0
2021-02-14,2021-02-20,55-59,נקבה,8979,395.0,0.0
2021-02-14,2021-02-20,60-64,זכר,4257,253.0,<15
2021-02-14,2021-02-20,60-64,לא ידוע,22,<15,0.0
2021-02-14,2021-02-20,60-64,נקבה,7372,279.0,<15
2021-02-14,2021-02-20,65-69,זכר,3452,136.0,19.0
2021-02-14,2021-02-20,65-69,לא ידוע,<15,0.0,0.0
2021-02-14,2021-02-20,65-69,נקבה,5272,180.0,<15
2021-02-14,2021-02-20,70-74,זכר,2799,99.0,18.0
2021-02-14,2021-02-20,70-74,לא ידוע,<15,0.0,0.0
2021-02-14,2021-02-20,70-74,נקבה,4175,145.0,<15
2021-02-14,2021-02-20,75-79,זכר,1647,66.0,15.0
2021-02-14,2021-02-20,75-79,לא ידוע,<15,<15,0.0
2021-02-14,2021-02-20,75-79,נקבה,2349,101.0,<15
2021-02-14,2021-02-20,80+,זכר,3222,102.0,35.0
2021-02-14,2021-02-20,80+,לא ידוע,<15,0.0,0.0
2021-02-14,2021-02-20,80+,נקבה,7075,147.0,55.0
2021-02-14,2021-02-20,NULL,זכר,1902,102.0,0.0
2021-02-14,2021-02-20,NULL,לא ידוע,142,<15,0.0
2021-02-14,2021-02-20,NULL,נקבה,1187,72.0,<15
2021-02-21,2021-02-27,0-19,זכר,78940,5429.0,0.0
2021-02-21,2021-02-27,0-19,לא ידוע,556,47.0,0.0
2021-02-21,2021-02-27,0-19,נקבה,82175,5562.0,0.0
2021-02-21,2021-02-27,20-24,זכר,14082,1123.0,<15
2021-02-21,2021-02-27,20-24,לא ידוע,181,17.0,0.0
2021-02-21,2021-02-27,20-24,נקבה,18727,1513.0,<15
2021-02-21,2021-02-27,25-29,זכר,14578,1041.0,<15
2021-02-21,2021-02-27,25-29,לא ידוע,124,<15,0.0
2021-02-21,2021-02-27,25-29,נקבה,19040,1409.0,0.0
2021-02-21,2021-02-27,30-34,זכר,14372,954.0,0.0
2021-02-21,2021-02-27,30-34,לא ידוע,178,22.0,0.0
2021-02-21,2021-02-27,30-34,נקבה,20185,1156.0,<15
2021-02-21,2021-02-27,35-39,זכר,13081,772.0,<15
2021-02-21,2021-02-27,35-39,לא ידוע,122,17.0,0.0
2021-02-21,2021-02-27,35-39,נקבה,18512,912.0,0.0
2021-02-21,2021-02-27,40-44,זכר,10318,647.0,0.0
2021-02-21,2021-02-27,40-44,לא ידוע,105,<15,0.0
2021-02-21,2021-02-27,40-44,נקבה,15560,778.0,<15
2021-02-21,2021-02-27,45-49,זכר,8034,518.0,<15
2021-02-21,2021-02-27,45-49,לא ידוע,72,<15,0.0
2021-02-21,2021-02-27,45-49,נקבה,12936,611.0,<15
2021-02-21,2021-02-27,50-54,זכר,5967,380.0,<15
2021-02-21,2021-02-27,50-54,לא ידוע,54,<15,0.0
2021-02-21,2021-02-27,50-54,נקבה,10690,547.0,<15
2021-02-21,2021-02-27,55-59,זכר,4799,292.0,<15
2021-02-21,2021-02-27,55-59,לא ידוע,37,<15,0.0
2021-02-21,2021-02-27,55-59,נקבה,8942,402.0,<15
2021-02-21,2021-02-27,60-64,זכר,4001,207.0,<15
2021-02-21,2021-02-27,60-64,לא ידוע,28,<15,0.0
2021-02-21,2021-02-27,60-64,נקבה,7756,288.0,<15
2021-02-21,2021-02-27,65-69,זכר,3518,158.0,<15
2021-02-21,2021-02-27,65-69,לא ידוע,18,<15,0.0
2021-02-21,2021-02-27,65-69,נקבה,5409,191.0,<15
2021-02-21,2021-02-27,70-74,זכר,2818,96.0,<15
2021-02-21,2021-02-27,70-74,לא ידוע,<15,0.0,0.0
2021-02-21,2021-02-27,70-74,נקבה,4312,143.0,<15
2021-02-21,2021-02-27,75-79,זכר,1647,58.0,<15
2021-02-21,2021-02-27,75-79,לא ידוע,<15,<15,0.0
2021-02-21,2021-02-27,75-79,נקבה,2359,87.0,<15
2021-02-21,2021-02-27,80+,זכר,3224,86.0,27.0
2021-02-21,2021-02-27,80+,לא ידוע,<15,0.0,0.0
2021-02-21,2021-02-27,80+,נקבה,6800,178.0,37.0
2021-02-21,2021-02-27,NULL,זכר,2037,104.0,0.0
2021-02-21,2021-02-27,NULL,לא ידוע,108,<15,0.0
2021-02-21,2021-02-27,NULL,נקבה,1171,58.0,0.0
2021-02-28,2021-03-06,0-19,זכר,130178,6166.0,0.0
2021-02-28,2021-03-06,0-19,לא ידוע,771,63.0,0.0
2021-02-28,2021-03-06,0-19,נקבה,136381,6526.0,0.0
2021-02-28,2021-03-06,20-24,זכר,13700,888.0,0.0
2021-02-28,2021-03-06,20-24,לא ידוע,118,<15,0.0
2021-02-28,2021-03-06,20-24,נקבה,19413,1366.0,0.0
2021-02-28,2021-03-06,25-29,זכר,15019,875.0,<15
2021-02-28,2021-03-06,25-29,לא ידוע,105,<15,0.0
2021-02-28,2021-03-06,25-29,נקבה,21910,1219.0,0.0
2021-02-28,2021-03-06,30-34,זכר,16029,826.0,0.0
2021-02-28,2021-03-06,30-34,לא ידוע,134,<15,0.0
2021-02-28,2021-03-06,30-34,נקבה,24963,1180.0,<15
2021-02-28,2021-03-06,35-39,זכר,14863,709.0,0.0
2021-02-28,2021-03-06,35-39,לא ידוע,100,<15,0.0
2021-02-28,2021-03-06,35-39,נקבה,22881,935.0,<15
2021-02-28,2021-03-06,40-44,זכר,11835,608.0,<15
2021-02-28,2021-03-06,40-44,לא ידוע,95,<15,0.0
2021-02-28,2021-03-06,40-44,נקבה,18265,768.0,0.0
2021-02-28,2021-03-06,45-49,זכר,9123,490.0,<15
2021-02-28,2021-03-06,45-49,לא ידוע,62,<15,0.0
2021-02-28,2021-03-06,45-49,נקבה,14057,573.0,<15
2021-02-28,2021-03-06,50-54,זכר,6211,330.0,<15
2021-02-28,2021-03-06,50-54,לא ידוע,38,<15,0.0
2021-02-28,2021-03-06,50-54,נקבה,10860,410.0,<15
2021-02-28,2021-03-06,55-59,זכר,5084,267.0,<15
2021-02-28,2021-03-06,55-59,לא ידוע,34,0.0,0.0
2021-02-28,2021-03-06,55-59,נקבה,9536,370.0,<15
2021-02-28,2021-03-06,60-64,זכר,4353,186.0,<15
2021-02-28,2021-03-06,60-64,לא ידוע,19,<15,0.0
2021-02-28,2021-03-06,60-64,נקבה,8126,275.0,<15
2021-02-28,2021-03-06,65-69,זכר,3619,154.0,<15
2021-02-28,2021-03-06,65-69,לא ידוע,16,<15,0.0
2021-02-28,2021-03-06,65-69,נקבה,5673,188.0,<15
2021-02-28,2021-03-06,70-74,זכר,2902,106.0,<15
2021-02-28,2021-03-06,70-74,לא ידוע,<15,<15,0.0
2021-02-28,2021-03-06,70-74,נקבה,4349,142.0,<15
2021-02-28,2021-03-06,75-79,זכר,1687,62.0,<15
2021-02-28,2021-03-06,75-79,לא ידוע,<15,<15,0.0
2021-02-28,2021-03-06,75-79,נקבה,2371,73.0,<15
2021-02-28,2021-03-06,80+,זכר,3267,101.0,23.0
2021-02-28,2021-03-06,80+,לא ידוע,<15,<15,0.0
2021-02-28,2021-03-06,80+,נקבה,6905,178.0,28.0
2021-02-28,2021-03-06,NULL,זכר,2287,102.0,0.0
2021-02-28,2021-03-06,NULL,לא ידוע,196,20.0,0.0
2021-02-28,2021-03-06,NULL,נקבה,1468,49.0,0.0
2021-03-07,2021-03-13,0-19,זכר,123466,4261.0,0.0
2021-03-07,2021-03-13,0-19,לא ידוע,850,44.0,0.0
2021-03-07,2021-03-13,0-19,נקבה,130434,4594.0,0.0
2021-03-07,2021-03-13,20-24,זכר,12985,532.0,0.0
2021-03-07,2021-03-13,20-24,לא ידוע,135,<15,0.0
2021-03-07,2021-03-13,20-24,נקבה,18786,846.0,0.0
2021-03-07,2021-03-13,25-29,זכר,14157,523.0,0.0
2021-03-07,2021-03-13,25-29,לא ידוע,114,<15,0.0
2021-03-07,2021-03-13,25-29,נקבה,20555,756.0,0.0
2021-03-07,2021-03-13,30-34,זכר,14580,511.0,0.0
2021-03-07,2021-03-13,30-34,לא ידוע,134,<15,0.0
2021-03-07,2021-03-13,30-34,נקבה,22537,762.0,<15
2021-03-07,2021-03-13,35-39,זכר,13045,437.0,0.0
2021-03-07,2021-03-13,35-39,לא ידוע,117,<15,0.0
2021-03-07,2021-03-13,35-39,נקבה,20179,628.0,0.0
2021-03-07,2021-03-13,40-44,זכר,11133,421.0,<15
2021-03-07,2021-03-13,40-44,לא ידוע,102,<15,0.0
2021-03-07,2021-03-13,40-44,נקבה,16655,534.0,<15
2021-03-07,2021-03-13,45-49,זכר,8514,346.0,<15
2021-03-07,2021-03-13,45-49,לא ידוע,59,<15,0.0
2021-03-07,2021-03-13,45-49,נקבה,13429,389.0,<15
2021-03-07,2021-03-13,50-54,זכר,6373,244.0,<15
2021-03-07,2021-03-13,50-54,לא ידוע,37,<15,0.0
2021-03-07,2021-03-13,50-54,נקבה,10512,292.0,0.0
2021-03-07,2021-03-13,55-59,זכר,5303,205.0,<15
2021-03-07,2021-03-13,55-59,לא ידוע,27,<15,0.0
2021-03-07,2021-03-13,55-59,נקבה,9300,272.0,<15
2021-03-07,2021-03-13,60-64,זכר,4516,144.0,<15
2021-03-07,2021-03-13,60-64,לא ידוע,15,<15,0.0
2021-03-07,2021-03-13,60-64,נקבה,8296,213.0,<15
2021-03-07,2021-03-13,65-69,זכר,3816,98.0,<15
2021-03-07,2021-03-13,65-69,לא ידוע,16,0.0,0.0
2021-03-07,2021-03-13,65-69,נקבה,5866,150.0,<15
2021-03-07,2021-03-13,70-74,זכר,3162,81.0,<15
2021-03-07,2021-03-13,70-74,לא ידוע,<15,0.0,0.0
2021-03-07,2021-03-13,70-74,נקבה,4593,123.0,<15
2021-03-07,2021-03-13,75-79,זכר,1771,58.0,<15
2021-03-07,2021-03-13,75-79,לא ידוע,<15,0.0,0.0
2021-03-07,2021-03-13,75-79,נקבה,2428,58.0,<15
2021-03-07,2021-03-13,80+,זכר,3506,64.0,15.0
2021-03-07,2021-03-13,80+,לא ידוע,<15,<15,0.0
2021-03-07,2021-03-13,80+,נקבה,7073,115.0,27.0
2021-03-07,2021-03-13,NULL,זכר,2988,88.0,0.0
2021-03-07,2021-03-13,NULL,לא ידוע,182,<15,0.0
2021-03-07,2021-03-13,NULL,נקבה,1890,48.0,0.0
2021-03-14,2021-03-20,0-19,זכר,95597,2152.0,0.0
2021-03-14,2021-03-20,0-19,לא ידוע,753,24.0,0.0
2021-03-14,2021-03-20,0-19,נקבה,101488,2383.0,0.0
2021-03-14,2021-03-20,20-24,זכר,9594,292.0,0.0
2021-03-14,2021-03-20,20-24,לא ידוע,138,<15,0.0
2021-03-14,2021-03-20,20-24,נקבה,13615,420.0,0.0
2021-03-14,2021-03-20,25-29,זכר,11079,250.0,0.0
2021-03-14,2021-03-20,25-29,לא ידוע,135,<15,0.0
2021-03-14,2021-03-20,25-29,נקבה,15699,396.0,<15
2021-03-14,2021-03-20,30-34,זכר,11084,273.0,<15
2021-03-14,2021-03-20,30-34,לא ידוע,141,<15,0.0
2021-03-14,2021-03-20,30-34,נקבה,16303,359.0,0.0
2021-03-14,2021-03-20,35-39,זכר,10154,248.0,<15
2021-03-14,2021-03-20,35-39,לא ידוע,112,<15,0.0
2021-03-14,2021-03-20,35-39,נקבה,14954,333.0,0.0
2021-03-14,2021-03-20,40-44,זכר,8811,201.0,<15
2021-03-14,2021-03-20,40-44,לא ידוע,94,<15,0.0
2021-03-14,2021-03-20,40-44,נקבה,12823,269.0,0.0
2021-03-14,2021-03-20,45-49,זכר,7446,179.0,<15
2021-03-14,2021-03-20,45-49,לא ידוע,56,<15,0.0
2021-03-14,2021-03-20,45-49,נקבה,11089,213.0,0.0
2021-03-14,2021-03-20,50-54,זכר,5409,146.0,<15
2021-03-14,2021-03-20,50-54,לא ידוע,38,<15,0.0
2021-03-14,2021-03-20,50-54,נקבה,9194,170.0,<15
2021-03-14,2021-03-20,55-59,זכר,4559,94.0,<15
2021-03-14,2021-03-20,55-59,לא ידוע,23,<15,0.0
2021-03-14,2021-03-20,55-59,נקבה,8110,146.0,<15
2021-03-14,2021-03-20,60-64,זכר,4110,88.0,<15
2021-03-14,2021-03-20,60-64,לא ידוע,<15,0.0,0.0
2021-03-14,2021-03-20,60-64,נקבה,7490,131.0,<15
2021-03-14,2021-03-20,65-69,זכר,3527,65.0,<15
2021-03-14,2021-03-20,65-69,לא ידוע,<15,<15,0.0
2021-03-14,2021-03-20,65-69,נקבה,5475,88.0,<15
2021-03-14,2021-03-20,70-74,זכר,2935,32.0,<15
2021-03-14,2021-03-20,70-74,לא ידוע,<15,0.0,0.0
2021-03-14,2021-03-20,70-74,נקבה,4240,66.0,<15
2021-03-14,2021-03-20,75-79,זכר,1612,28.0,<15
2021-03-14,2021-03-20,75-79,לא ידוע,<15,0.0,0.0
2021-03-14,2021-03-20,75-79,נקבה,2281,30.0,<15
2021-03-14,2021-03-20,80+,זכר,3214,52.0,23.0
2021-03-14,2021-03-20,80+,לא ידוע,<15,0.0,0.0
2021-03-14,2021-03-20,80+,נקבה,6278,91.0,15.0
2021-03-14,2021-03-20,NULL,זכר,3644,31.0,0.0
2021-03-14,2021-03-20,NULL,לא ידוע,105,<15,0.0
2021-03-14,2021-03-20,NULL,נקבה,2249,38.0,0.0
2021-03-21,2021-03-27,0-19,זכר,65870,928.0,0.0
